id,country,description,designation,points,price,province,region_1,region_2,variety,winery
137501,US,"For a reserve, this seems surprisingly light, attenuated and acidic. The cranberry/strawberry fruit, of modest weight and depth, offers barely a hint of the 100% new French oak—just a faint flavor of hazelnuts and milk chocolate.",Reserve,87,55.0,Oregon,Willamette Valley,Willamette Valley,Pinot Noir,Methven Family Vineyards
137502,Germany,"Pretty, in a ballet dancer style, with an underlying strength that belies the apparent delicacy. Classic, peachy and delicious.",Mosel Slate Spätlese,87,25.0,Mosel-Saar-Ruwer,,,Riesling,Mönchhof
137503,US,"Zins hardly get much bigger or bolder than this one. With very high alcohol, it's dry and full bodied, with a glyceriney mouthfeel to the blackberries, cola, mocha and peppery spices. Drink now.",Reserve West Dry Creek,87,50.0,California,Dry Creek Valley,Sonoma,Zinfandel,Mazzocco
137504,New Zealand,"Virtually dry, the 2008 Nautilus Pinot Gris is also lighter and leaner than many of its competitors. Pineapple and melon aromas and flavors finish crisply, buoyed by a dash of white pepper. Drink now–2011.",,87,19.0,Marlborough,,,Pinot Gris,Nautilus
137505,Italy,"Cruner represents a compact and complete expression of Prosecco. This cheerful sparkler is creamy, foamy in the mouth and offers sweet tones of musk, peach blossom and cantaloupe melon.",Cruner Dry,87,18.0,Veneto,Conegliano Valdobbiadene Prosecco Superiore,,Glera,Le Colture
137506,New Zealand,"Bright cherries lead the way in this slightly coarse-textured wine that turns rather astringent on the finish. It's meant to be aged, and may come into better harmony by 2014 or so, because there is admirable concentration.",Cornerstone Cabernet-Merlot-Malbec,87,,Hawke's Bay,,,Bordeaux-style Red Blend,Newton Forrest Estate
137507,Spain,"Nice for a standard, no-frills type of Rioja. The cherry and raspberry aromas are sweet and clean, while the palate is juicy, fresh and tastes of ripe cherry, berry, vanilla and cream. Offers good clarity, power and depth given its price point.",Crianza,87,8.0,Northern Spain,Rioja,,Tempranillo,Rivarey
137508,US,"Very tart and acidic, this is a wine that cries out for oysters. The lemony fruit is highlighted with notes of ginger, celery and a broad mineral streak. Nice complexity for such a low-alcohol (12.4%), high-acid bottle.",Celilo Vineyard,87,16.0,Oregon,Columbia Gorge (OR),Oregon Other,Pinot Gris,Ross Andrew
137509,Spain,"Slightly dry and leafy on the nose, but with beef jerky, cola and mild raisin aromas. The palate is forward, with controlled heat and tannin along with cola, berry and mushroom flavors. Honest in a traditional way, with a long finish that shows a touch of sweet brown sugar. Drink now.",,87,60.0,Northern Spain,Ribera del Duero,,Tempranillo,Rento
137510,South Africa,"Red berry, anise and spice on the nose and palate give this Cabernet, Cabernet Franc and Merlot blend an easy drinking but distinctive character. A touch of smoke and a lingering, spicy finish add to its appeal. Pair with smoked ribs, sharp cheeses.",Philosophers' Stone,87,19.0,Stellenbosch,,,Red Blend,Camberley
137511,France,"There are very firm, dry tannins here, and they will likely always be with the wine. That said, it has a certain weight of fruit, fresh currant skins and a final cranberry acidity. It really needs food.",,87,30.0,Bordeaux,Haut-Médoc,,Bordeaux-style Red Blend,Château Verdignan
137512,New Zealand,"A medium-bodied Merlot with solid plum and mocha varietal characteristics, the 2007 CJ Pask Declaration is a firm, slightly crisp wine, with background notes of clove and cinnamon.",Declaration,87,,Hawke's Bay,,,Merlot,CJ Pask
137513,Australia,"This blend of 45% Grenache, 43% Shiraz and 12% Mourvèdre has an enchanting, exotic quality. There's a lovely interplay on the nose between high-toned cranberry and strawberry fruit that contrast nicely with lower tones of cigar tobacco and black earth. Finishes with dried fruit, seared game and ash tones. Drink now or hold several years for even more complexity.",Native Goose,87,26.0,South Australia,McLaren Vale,,G-S-M,Cape Barren
137514,France,"Opening notes of Swiss cheese are more appealing than they sound. There are apple undertones, mineral notes and a dry, medium finish that's shot through with notes of wet stones. Try with light fish dishes. Drink now or keep several years.",Bergheim,87,22.0,Alsace,Alsace,,Pinot Blanc,Domaine Marcel Deiss
137515,US,"This feels just a little bit thin, with a yeasty/beery character. Highlights of lemon oil and orange peel ripple through, into a finish with a suggestion of heat. Further bottle age might improve the score.",Clos du Soleil,87,45.0,Oregon,Dundee Hills,Willamette Valley,Chardonnay,Domaine Serene
137516,South Africa,"Dark and delicious, with aromas of cherry, blackberry and vanilla and an elegant array of cigarbox, cedar, spice and smoke on the palate. Lively and structured, with a lingering finish of tobacco and berries. Pair with barbecue and ripe, soft cheeses.",Cocoa Hill,87,11.0,Western Cape,,,Red Blend,Dornier
137517,Germany,"A very classic style, with peach and floral notes upfront set against a mineral backdrop. There's riveting acidity in the mouth and some slate character but it fades away a bit too quickly. Drink or hold a few years for a richer texture.",Bernkasteler Badstube Kabinett,87,21.0,Mosel,,,Riesling,Dr. H. Thanisch (Erben Müller-Burggraef)
137518,Italy,"This is an elegant and clean classic method sparkling rosé with a soft and slow approach. Aromas include spring flowers, perfumed soap and mild berry tones. The mouthfeel is simple but very refreshing on the close.",Brut Rosé,87,,Lombardy,Lugana,,Sparkling Blend,Costaripa
137519,South Africa,"A nose of fennel, mocha and plum, followed by a burst of earthy smoked meat, blackberry and cherry flavors, give this wine a masculine edge. Not overly complex but certainly enticing, the wine is both rich and sensible, and will pair well with BBQ, lamb and spiced meat dishes.",,87,10.0,Robertson,,,Shiraz,Excelsior
137520,US,"Here's a pretty Pinot that captures the balanced terroir of Anderson Valley. It's not a big, ageworthy wine, more of a village-type, but elegant and savory in cherry, cola and spice flavors. The crispness makes it an exceptionally food-friendly red wine.",,88,30.0,California,Anderson Valley,Mendocino/Lake Counties,Pinot Noir,Handley
137521,Italy,"The Passepied is a pretty, chunky wine displaying bright raspberry flavors and a rich easygoing personality. Pleasant to drink, but with the potential to age gracefully for another five years. Imported by Sapori Italiani Inc.",Pas de Deux,88,28.0,Piedmont,Monferrato,,Red Blend,La Fiammenga
137522,US,"Softly tannic, this Cab is full-bodied and has some complexity. The black cassis and cherry flavors have layers of spice and smoky oak, with a fine, sweet finish that lingers. Drink now through 2010.",,88,24.0,California,Sonoma County,Sonoma,Cabernet Sauvignon,St. Francis
137523,Australia,"Like the other white wines in Malthus's Australian portfolio, this blends in a touch of Eden Valley Riesling to add acidity rather than simply adding tartaric. The result in this case is a broad, plump wine with hints of pear and clove, finishing with additional spice on the finish.",Expatrié Reserve,88,30.0,South Australia,Barossa,,Sémillon,The Colonial Estate
137524,US,"This is the oldest of the Milbrandt vineyards, planted in 1997. Though a bit riper than the Evergreen vineyard bottling, this Chardonnay feels lighter, with less density. It's balanced and complete, and the flavors of green apple and Asian pear offer a fine rendition of well-ripened Washington fruit.",Legacy Sundance Vineyard,88,20.0,Washington,Washington,Washington Other,Chardonnay,Milbrandt
137525,Australia,"Starts off with herbal aromatics that come surprisingly close to vegetal, but seems to gather itself with some time in the glass, adding rich chocolate and cassis aromas and flavors to the mix. Dusty tannins and a balanced but tight feel suggest a few years in the cellar. Drink 2010–2020.",Bin 407,88,26.0,South Australia,South Australia,,Cabernet Sauvignon,Penfolds
137526,Italy,"Took its time to emerge from the glass, then settled into a lovely, rich and complex wine, with plenty of dark fruit, an earthy, floral core, nice balance and a medium finish.",Monsordo,88,35.0,Piedmont,Langhe,,Red Blend,Ceretto
137527,France,"This is a classic white Bordeaux blend, half Sauvignon Blanc, half Sémillon. It enjoys the freshness of 2006, lifted pink grapefruit and citrus flavors, rounded with some wood, and freshened with delicious kiwi fruits.",,88,9.0,Bordeaux,Graves,,Bordeaux-style White Blend,Château de Carolle
137528,Australia,"The Dead Arm frequently seems to have a tough edge to it, packing in plenty of intensity but not being particularly lush or inviting. The 2005 is driven by powerful blackberry and blueberry fruit, finishing on notes of pepper and spice. Give it 3–4 years to soften.",The Dead Arm,88,65.0,South Australia,McLaren Vale,,Shiraz,D'Arenberg
137529,France,"The lightest pink in color, this delicacy translates into the pure Chardonnay of the Champagne itself which has Pinot Noir added to give color and just a touch of red-fruit flavors.",Les Demoiselles Rosé Brut,88,60.0,Champagne,Champagne,,Champagne Blend,Agrapart & Fils
137530,New Zealand,"Less flamboyant and herbal than many of its brethren, Goldwater's 2007 Sauvignon Blanc features grapefruit and gooseberry aromas and flavors, a soft, lush mouthfeel and a minerally, textured finish.",,88,20.0,Marlborough,,,Sauvignon Blanc,Goldwater
137531,US,"For those who like their sparkling wines a little sweet. This Pinot Noir-Chardonnay blend has the highest dose of residual sugar of all Iron Horse's bubblies, and it shows in the jellied flavors of raspberries, strawberries and limes. Very crisp acidity provides needed balance and elegance.",Russian Cuvée,88,31.0,California,Green Valley,Sonoma,Sparkling Blend,Iron Horse
137532,Australia,"A soft, easy-drinking sparkling Shiraz, much like Schild's still versions. Toast, vanilla and blackberry aromas and flavors are creamy-textured in the mouth and surprisingly elegant on the finish.",Sparkling,88,24.0,South Australia,Barossa,,Shiraz,Schild Estate
137533,Australia,"This wine delivers plenty of honey and peach notes upfront, then closes with lime and mineral notes from the tiny proportion of Eden Valley Riesling that's been blended in. Crisp and steely.",Evangeliste Reserve,88,30.0,South Australia,Adelaide Hills,,Chardonnay,The Colonial Estate
137534,Austria,"A smooth, creamy single-vineyard wine, with white fruits and delicious balancing acidity. There is some crispness as well as richness, and an edge of spice. Acidity dominates on the finish. Screwcap.",Steinagrund,88,16.0,Wagram-Donauland,,,Grüner Veltliner,Leth
137535,US,"This is a newish producer making Pinot in Marin, the county between San Francisco and Sonoma. The wine is dry, crisp, elegant and medium-bodied, showing cola, cherry liqueur and spicy vanilla flavors. It's a promising Pinot whose next step is to build in additional layers of complexity.",,88,30.0,California,Marin County,North Coast,Pinot Noir,Kendric
137536,US,"This is EOS's Bordeaux blend. The '04 is mainly Cabernet, with a little Petite Sirah, a good move that adds deep plummy flavors and textural tannins to the cherries and blackberries. It's a sophisticated Cab.",French Connection,88,25.0,California,Paso Robles,Central Coast,Bordeaux-style Red Blend,EOS
137537,Italy,"The excellent 1999 vintage in Piedmont has been somewhat overlooked because it fell between some even better vintages. Erbaluna has crafted an interesting aromatic wine that shows sweet jammy fruit, licorice and violets. It still seems young, and has the structure to benefit from a few more years of bottle age, but it drinks well now.",Organic,88,70.0,Piedmont,Barolo,,Nebbiolo,Erbaluna
137538,US,"Roughly two-thirds Cabernet Sauvignon and one-third Syrah, this soft, dark and fruity wine offers surprisingly deep and luscious flavors of sweet boysenberry and black cherry. The star of the Farm Boy lineup by a wide margin, it has a lively snap to the fruit and a pleasing sweet/tart finish.",Red Table Wine,88,18.0,Washington,Yakima Valley,Columbia Valley,Red Blend,Farm Boy
137539,US,"This meaty, substantial wine was barrel fermented in neutral oak and hints at oxidation, particularly in terms of its dusty, tawny color. Clocking in at 14.9% alcohol, it definitely shows some heat on the finish. But it's a full-bodied style with immediate appeal, lush with candied fruit flavors, streaks of butter and toasted nuts. Its weight and mouthfeel are very much like a ripe Chardonnay, but with added perfume and precision.",Velida Estate,88,18.0,Washington,Columbia Valley (WA),Columbia Valley,Viognier,Gamache
137540,Italy,"The wine has evolved quickly, and the color is showing some browning on the edge. Almost fully mature now, it shows aromas of marzipan, strawberries and roses. Complex and pretty, the wine has a solid midpalate, and the finish is shorter than I would have expected. Still a nice, well-made wine for lovers of older Nebbiolos.",Bricco S. Giacomo,88,29.0,Piedmont,Nebbiolo d'Alba,,Nebbiolo,Giacomo Ascheri
137541,Italy,"In a year where so many Barbarescos are heavy and slightly plummy, this is lighter and the fruit aromas are more primary. On the palate the flavors show elements of wild strawberries, lavender and smoke, and the wine is balanced and finishes well. A really pleasant Barbaresco that will evolve for a few more years.",,88,36.0,Piedmont,Barbaresco,,Nebbiolo,Giribaldi
137542,Italy,"The Damilano is a modern take on Barbera; a big, very ripe, chunky wine that is easy to like. The fruit is thick with dark jammy flavors, and although there are hints of something more exotic lurking, at the moment all you have is a hint of spice. Easy to drink now, but worth cellaring for a couple of years, as it will prove to be more interesting with some bottle age.",,88,18.0,Piedmont,Barbera d'Alba,,Barbera,Damilano
137543,France,"Good, mineral and grass, fresh wine, full of herbaceous Sauvignon Blanc and young Sémillon. It's deliciously brushed by wood.",,88,12.0,Bordeaux,Graves,,Bordeaux-style White Blend,Château Roquetaillade la Grange
137544,Italy,"A big, rich, modernist effort; a nose of harness leather, candied rose and dark fruit. Nothing shy and retiring about this wine, it is big, hefty and full flavored.",Vigna Preda,88,32.0,Piedmont,Barbera d'Alba Superiore,,Barbera,Cascina Adelaide
137545,France,"An elegant, full-bodied wine, showing the richness of 2005, but keeping the tropical fruit element in balance with the light toast and butter flavors. The acidity is harder to find, but it comes through with spice in a soft aftertaste.",,88,14.0,Bordeaux,Graves,,Bordeaux-style White Blend,Château de Portets
137546,US,"This is Paraiso's most expensive Pinot, a block selection from their estate vineyard in the southern part of the Highlands. The wine is very good, although for some reason not quite up there with the 2001 or 2003. The fruity ripeness shows in the forward cherry, raspberry and cola-root beer flavors, and and wine is fully dry. Drink now.",West Terrace,88,40.0,California,Santa Lucia Highlands,Central Coast,Pinot Noir,Paraiso Vineyards
137547,US,"Although it's a very good wine, this is just a little too ripe. The blackberry and cherry flavors are almost raisined, especially on the finish, due to the extreme heat of the vintage. Duckhorn managed it better than many, but despite an official alcohol of just 14.5%, the wine has a burnt jam taste. Drink now.",,87,60.0,California,Napa Valley,Napa,Cabernet Sauvignon,Duckhorn
137548,US,"The Gamache brothers call this blend, which is half Cabernet Franc, one quarter Merlot, and the rest split between Malbec and Syrah, a happy accident—the result of having a shortage of Cabernet Sauvignon for blending. The Franc is a great base wine, a little rough and green, but packed with firm, cool-site red grape flavors. Aromatic and tasting of mixed fruits, it's blended just ahead of bottling, so the juice gets the same care as the pricier varietal wines.",Boulder,87,18.0,Washington,Columbia Valley (WA),Columbia Valley,Red Blend,Gamache
137549,US,"With residual sugar of 15.2%, this is a very sweet wine, but crisp acidity gives it complete balance. The flavors are direct and appealing and, as the variety suggests, powerful in tangerines and honeyed oranges.",Late Harvest,87,15.0,California,California,California Other,Orange Muscat,Fiore d'Arancio
137550,Chile,"Very sturdy and measured, with ripe cherry and berry aromas touched up by a blast of leather and black olive. The palate on this Cab-dominated blend shows familiar but likable cassis, black cherry and cola flavors. Tannic and firm late, with a shot of chocolate to sweeten things up. Imported by Cabernet Corporation.",Axel Primero,88,30.0,Colchagua Valley,,,Cabernet Blend,La Playa
137551,US,"Lake Sonoma is one of the most dependable wineries in the county in its price range, and this Zin continues that tradition. It's dry and balanced, with a Cabernet-like structure that frames delicious blackberry, cherry, cocoa, tobacco, spice and vanilla oak flavors.",,88,18.0,California,Dry Creek Valley,Sonoma,Zinfandel,Lake Sonoma
137552,US,"Sweet-smelling berry and plum aromas show a touch of sur-maturité, balanced by a round, supple mouthfeel and a mouthful of chewy, fudge-like fruit. This SVR delivers well-executed modern winemaking, blending clean fruit with new oak.",SVR Reserve,88,50.0,California,Napa Valley,Napa,Bordeaux-style Red Blend,Sterling
137553,Italy,"Blackberry, prune, pencil shavings, charcoal and a rubber-like note sum up the aromas of this Nero d'Avola, Merlot and Syrah blend. The wine is penetrating and intense on all levels with ripe fruit flavors and dusty tannins in the mouth. Imported by Vias Imports.",La Segreta,88,16.0,Sicily & Sardinia,Sicilia,,Red Blend,Planeta
137554,Italy,"A well-executed Syrah with a small component of Nero d'Avola that exhibits deep ruby youthfulness with notes of cherry, prune, resin, chocolate fudge and loads of blueberry and blackberry. Its mouthfeel is thick and luscious with dusty tannins, but at the end of the day this is a young, easy wine. Imported by Banville & Jones Wine Merchants.",Monreale Syrah,88,18.0,Sicily & Sardinia,Sicilia,,Red Blend,Principi di Spadafora
137555,Portugal,"This small estate bottling is an attractive, full-bodied wine, ripe, with a touch of tropical fruit flavors. Fine, clean and fresh. Imported by Aidil Wines & Liquor Inc.",,88,15.0,Vinho Verde,,,Alvarinho,Quinta do Reguengo de Melgaco
137556,Italy,"Dark amber in color with golden reflections, this is a sweet Marsala redolent of maple syrup, brown sugar, almond, pine resin and dried fruit. There's a prominent vein of exotic spice that carries over to the mouth and rides over a long finish. Imported by Banfi Vintners.",Vino Marsala Fine Ambra Sweet,88,12.0,Sicily & Sardinia,Marsala,,White Blend,Cantine Florio
137557,Chile,"Bold melon and pear aromas to begin with, and alongside that there's a touch of toasted corn. Sweet enough to please, with pear and vanilla leading the flavor parade. Plump and smooth on the finish, with a sweet coconutty aftertaste. Imported by Banfi Vintners.",Amelia,88,35.0,Casablanca Valley,,,Chardonnay,Concha y Toro
137558,Italy,"The color and bouquet alone denote an elaborate winemaking style with generous vanilla, pineapple, peach and melted butter on the nose. It's fleshy and creamy in the mouth with satisfying length. This is a 50-50 Ansonica-Chardonnay blend that sees oak. Imported by William Grant & Sons, Inc.",Chiarandà,88,36.0,Sicily & Sardinia,Contessa Entellina,,White Blend,Donnafugata
137559,New Zealand,"This medium-weight, fleshy Sauvignon offers aromas of ripe gooseberries and stone fruits, then backs that up with nectarine and citrus, just tinged with herbal character. Good length on the finish for such an inexpensive wine, a tribute to winemaking consultant Alan McCorkindale. Imported by Precept Brands.",,88,12.0,Marlborough,,,Sauvignon Blanc,Fauna
137560,Italy,"The newest addition to this estate's portfolio of wines made from international and indigenous varieties, Iperion (made from 70-20-10% Nero d'Avola, Merlot and Cabernet Sauvignon) is a nutty and harmonious wine with blackberry, blueberry, pistachio, bread crust and a spicy, cinnamon-like note on the close. Imported by Zonin USA.",Iperion,88,18.0,Sicily & Sardinia,Sicilia,,Red Blend,Feudo Principi di Butera
137561,South Africa,"Golden Kaan's best wine to date, this competes with some of South Africa's much pricier wines. There are cola, balsam, coffee and mixed berry aromas, while the mouthfeel is creamy, with  dry tannins. On the palate, the wine picks up some earthy flavors in addition to mixed berry, and has good length on the finish. Imported by Golden Kaan USA.",Reserve Selection,88,14.0,Western Cape,,,Cabernet Sauvignon,Golden Kaan
137562,US,"Right now this single-vineyard Pinot is a little gawky. It may be too young, and it's hard to tell where it's going. The individual parts are good but they haven't come together. There's a lot of primary cherry and cola fruit, adequate acidity, dusty tannins and rich oak. Try stashing it in a cool cellar for three or four years.",Wren Hop Vineyard,88,36.0,California,Russian River Valley,Sonoma,Pinot Noir,Holdredge
137563,Germany,"More powerfully built than most Saar wines, with a weighty 10% alcohol providing a solid core. Its dense, slate-driven aromas glide into a richly textured, creamy mouthfeel filled with smoke, petrol and peach-pear flavors that turn slightly oily on the finish. A bit different, but worth trying.",Kanzem Altenberg First Growth Riesling Kabinett,88,21.0,Mosel-Saar-Ruwer,,,Riesling,Von Othegraven
137564,Germany,"Slightly spicy and musky on the nose, but there's also plenty of apple and melon to balance out the ledger. Cinnamon and baked apple flavors finish a trifle soft, but there's good persistence and minerality as well. Made in a fuller style, but avoids clumsiness. Imported by Classical Wines.",Ockfen Bockstein QbA,88,30.0,Mosel-Saar-Ruwer,,,Riesling,Von Othegraven
137565,US,"Fans of acidity will like this wine for its bright crispness that really gets  the tastebuds whistling. It's a very dry, streamlined wine, with citrus zest and vanilla flavors that will play well off a nice cracked crab and sourdough baguette.",Old Vines,88,19.0,California,Edna Valley,Central Coast,Chardonnay,Wolff
137566,US,"Hendry, known for Zinfandel, also produces dependable Bordeaux blends, of which this one, which contains all five classic varieties, is a good example. It's pretty tannic now, but the sweetness in the finish may prove to be a limiting factor. Best now with rich fare.",Hendry Vineyard Red Wine,88,33.0,California,Napa Valley,Napa,Bordeaux-style Red Blend,Hendry
137567,Germany,"This luscious, easy-to-drink Riesling starts off with perfumed, floral notes layered over ripe Winesaps, then moves smoothly into a midpalate laden with more apples and citrus. The long, succulent finish ends on a dry, minerally note, giving this rather sweet wine a fine sense of balance.",Johannisberg V Kabinett,88,18.0,Rheingau,,,Riesling,Johannishof
137568,US,"A good introduction to the Calera style. It's a complex, lush wine, despite the light color and light body, with a myriad of cherry, pomegranate, cola, coffee and vanilla spice flavors. Drink now through 2007.",,88,21.0,California,Central Coast,Central Coast,Pinot Noir,Calera
137569,US,"This is a big, soft, extracted and dense Cabernet that's not showing well now because it's so top-heavy with fruit and oak. But it has an underlying dry elegance, and the blackberry liqueur and espresso flavors are big enough for midterm aging. Best 2007 through 2009.",Red Rose Hill,88,30.0,California,Carmel Valley,Central Coast,Cabernet Sauvignon,Galante
137570,South Africa,"From Charles Back comes another play on a Rhône wine, although this has Grenache and Carignan in addition to the Shiraz and Viognier. A tight nose of ripe, red fruit leads to a jammy, plum-filled palate layered with chocolate, oak spice and vanilla. Rich and dark, with a round mouthfeel, it finishes with spice and a little warmth. Imported by Vineyard Brands.",Goat-Roti,88,18.0,Western Cape,,,Rhône-style Red Blend,Goats do Roam Wine Co.
137571,Italy,"Wine doesn't get more intense than this: Peanut butter, Nutella, cookie dough, bread crust and dried berry sum up the biggest peaks in the bouquet. Flavors include clove and toast. Will overpower most foods.  Imported by Selected Estates of Europe Ltd.",Nerosanlorenzj,88,40.0,Sicily & Sardinia,Sicilia,,Nero d'Avola,Gulfi
137572,Italy,"A fruit forward nose with emphasis on dried fruit, prunes, raisins and currant berries. Ripe cherry  comes through in the mouth where the wine shows good structure; shows Nero d'Avola as the elegant grape it is.",Sagana,88,,Sicily & Sardinia,Sicilia,,Nero d'Avola,Cusumano
137573,Italy,"Nice white wine with some individuality; the nose hints at mustard seed, butterscotch and mineral while folding in wildflower and apricot. The palate is big-boned but right, with nutty apple flavors. Full and waxy on the finish, with a few beams of lemony acidity. Drink now.",Cala Silente,88,18.0,Sicily & Sardinia,Vermentino di Sardegna,,Vermentino,Cantina Santadi
137574,Italy,"This dry version of Sicily's most famous fortified wine boasts lingering tones of pinecone, walnut and custard for a more austere and powerful style. This Marsala is deep brown in color and very spicy on the close. Imported by Banfi Vintners.",Vino Marsala Fine Ambra Dry,88,12.0,Sicily & Sardinia,Marsala,,White Blend,Cantine Florio
137575,US,"Miner's estate Cabs have the tannins that mark the best of Oakville. They contribute to the complex structure that stars in this wine. The ripe cherry and cassis fruit can be achieved anywhere it's hot enough, but those tannins are a wonder. One quibble is that the wine finishes too sweet.",,88,54.0,California,Oakville,Napa,Cabernet Sauvignon,Miner
137576,New Zealand,"As always, this is an excellent value in Riesling, balancing floral, perfumy notes with lime and minerals. It's a taut, high-acid style that appears to be on the dry side, just broadening out enough on the finish to show hints of honey and ripe apples. Drink now as a mouthwatering apéritif. Imported by Vineyard Brands.",Private Bin,88,15.0,Marlborough,,,Riesling,Villa Maria
137577,South Africa,"Oak is a key player in this wine, caressing purple-fruit aromas with vanilla and spice. Full-bodied and vibrant in the mouth, with moderate acid and tannins, the oak lends a hint of spice to young plum and sour cherry flavors. A warm, smoky finish of lemon-rubbed leather lingers on the palate. Will improve over two years. Imported by DC Imports LLC.",Roland's Reserve,88,22.0,Paarl,,,Pinotage,Seidelberg
137578,US,"Extract and weight mark this dry Syrah from Cabernet specialist Sequoia Grove. The wine tastes fresh and unresolved, with a grapy jamminess reminiscent of black-berry purée. Firm tannins and rich oak add complexity, but this wine needs a few years to come together.",,88,32.0,California,Atlas Peak,Napa,Syrah,Sequoia Grove
137579,Chile,"Smooth, with a pleasant aromatic opening of toast blended with white fruits. Round apple, papaya and banana work the palate, which shows perfect acidity and an even keel. Tropical as a whole, with commendable texture. Imported by Winery Exchange.",,88,10.0,Central Valley,,,Chardonnay,Origin
137580,US,"This bottling has been spotty and vintage-driven, but the '06 is a good wine. Soft and oaky, it has pleasant flavors of black and red cherry pie filling, cola, violets and mint, with a touch of smoky oak. Drink now.",,87,28.0,California,Carneros,Napa-Sonoma,Merlot,Truchard
137581,US,"Rich and fruity, a voluptuous Cab with flavors of blackberries, black currants and cocoa, with notes of raisins and a nice appliqué of toasty cedar. Good over the next few years.",Maycacamas Mountains,87,28.0,California,Sonoma Valley,Sonoma,Cabernet Sauvignon,Two Angels
137582,Italy,Here's a fresh and easygoing Friulano with fruit aromas and honey backed by ash and white stone. The wine is zesty and crispy in the mouth with green kiwi-like notes and a lime and sweet tangerine finish.,Vigneti Sant'Helena,87,25.0,Northeastern Italy,Collio,,Friulano,Vigneti Fantinel
137583,Argentina,"Give this young Malbec some time to settle and it rounds into form. The nose goes from funky to finished in a few minutes, while the cherry and cola flavors run with ease toward a lightly tannic finish. Straightforward and likable once it finds its legs.",,87,10.0,Mendoza Province,Mendoza,,Malbec,Sur de los Andes
137584,US,"Bring out the barbecue and enjoy this rugged, rustically friendly red wine. It's dry, full-bodied, acidic and chunky in tannins, with dark berry, tobacco and spice flavors. Made from Petite Sirah, Syrah, Tannat and Touriga.",Red4 Huerhero,87,16.0,California,Paso Robles,Central Coast,Red Blend,Vina Robles
137585,US,"Tin Roof knocked it out of the ballpark last year, and while the '06 isn't a home run, it's a solid double, maybe a triple on stolen bases. Dry and balanced, it features flavors of black cherries, currants, cola and licorice, with a rich streak of smoky oak.",,87,11.0,California,California,California Other,Merlot,Tin Roof
137586,US,"This is Elerding vineyard fruit and it has some good, juicy flavor upon entry. The downside is that it does not bring in any subsequent layering; the fruit is up front, sweet and simple, with some stiff tannins quickly following. Which makes it an easy-drinking, every day, all-purpose bottle of Cabernet Sauvignon, but not up to its full potential.",,87,30.0,Washington,Yakima Valley,Columbia Valley,Cabernet Sauvignon,Northwest Totem Cellars
