id,country,description,designation,points,price,province,region_1,region_2,variety,winery
50033,Italy,"There's loads of spice on the nose followed by dried currant berry, blueberry tart, cinnamon and tobacco. The wine delivers a fresh and elegant component that fuels a long sensation on the finish. It's not too thick or dense, which also plays in its favor. Imported by Enotec Imports, Inc.",Pojega,87,25.0,Veneto,Valpolicella Classico Superiore Ripasso,,"Corvina, Rondinella, Molinara",Guerrieri Rizzardi
50034,US,"Quite good and delicious, if not particularly “Yountvilly.” It's soft, lush and super-ripe, front-loaded with black cherries, chocolate, vanilla, caramel and smoke. Could be mistaken for a Paso Robles wine. Ready now.",,87,58.0,California,Yountville,Napa,Cabernet Sauvignon,Chanticleer
50035,Italy,"This is an opulent ripasso with dense oak shavings and aromas of chocolate fudge, vanilla infusion, crème caramel and Indian spice. The wine speaks volumes about oak, and less about fruit. Give it a year or two of aging for those toasted notes to integrate with the underlying fruit. Imported by Franco Wine Imports.",,87,20.0,Veneto,Valpolicella Superiore Ripasso,,"Corvina, Rondinella, Molinara",Corte Lenguin
50036,US,"Light and fruity, with a fresh mix of melon and apple, this is a pleasant, simple, fruity, summer-weight white wine.",,87,18.0,Oregon,Dundee Hills,Willamette Valley,Pinot Gris,Arcane Cellars
50037,US,"A lovely Chateauneuf-style wine that's dry and rich in tannins. Crisp acidity makes it versatile at the table. Shows interesting flavors of cherries, red currants, cola, lavender and smoky, spicy sandalwood.",Estate Cuvée,87,30.0,California,Paso Robles,Central Coast,Rhône-style Red Blend,Clayhouse
50038,US,"Briary in taste and texture, with nettle, spicy pepper and bitter wild berryskin flavors, although there's enough cherry fruit to satisfy. An interesting wine of a place, with distinctive qualities.","Teldeschi Vineyards, Home Ranch",87,45.0,California,Dry Creek Valley,Sonoma,Cabernet Sauvignon,Del Carlo Winery
50039,US,"Heavy and extracted, with flavors of grilled black cherries, plums, sandalwood and exotic Asian spices. Delicious, but somewhat ponderous. Could develop in a few years.",,87,42.0,California,Santa Maria Valley,Central Coast,Pinot Noir,Dierberg
50040,Portugal,"A dry wine, the sweetness overtaken by tannins, black currant stalkiness and acidity. It works well as a more serious style of Reserve Port, hinting at aging potential.",Trademark Finest Reserve,89,21.0,Port,,,Port,Dow's
50041,France,"With only 30 cases imported, this clean and vibrant wine might be a tough find. The bouquet is surprisingly bright, with notes of garrigue and peppery spice dominating the plum, cherry and fresh fig aromas. Smooth and silky in the mouth, soft tannins and a mineral streak make this surprisingly approachable now.",Felgaria,89,45.0,Languedoc-Roussillon,Faugères,,Rhône-style Red Blend,Domaine de Cébène
50042,France,"Relatively rich in character, with toast and yeast flavors offering a contrast to the more tropical fruit flavors. There is dry spice and finely balanced acidity that offer a further dimension to this full-bodied wine.",Cuvée Spéciale,89,20.0,Provence,Côtes de Provence,,Rosé,Domaine de la Sanglière
50043,Italy,"Vigneto Giardino is a dry expression of Prosecco that pleases year after year. The lush softness and elegance of the wine is backed by lively aromas of peach, honeysuckle and jasmine.",Vigneto Giardino Dry,89,21.0,Veneto,Conegliano Valdobbiadene Prosecco Superiore,,Glera,Adami
50044,US,"Surprisingly dry and crisp for a Dry Creek Valley Viognier. Usually these wines are fatter and sweeter, but not this one. It's streamlined and elegant, with savory apricot, Meyer lemon and slightly underripe white peach flavors. A nice food wine as an alternative to Sauvignon Blanc or Pinot Grigio.",Grist Vineyard,89,25.0,California,Dry Creek Valley,Sonoma,Viognier,Horse & Plow
50045,US,"Solidly in the winery's style, a big, ripe, bold Pinot Noir, rich in fruit and oak, yet dry, with considerable tannins. Strong in raspberries and cherries, yet the structure maintains elegance. Fine now and over the next four years.",Estate,89,48.0,California,Santa Cruz Mountains,Central Coast,Pinot Noir,Heart O' The Mountain
50046,France,"Hecht & Bannier tends to favor a blend based on Syrah and Mourvèdre, here 55% and 35% respectively, with a small addition of Carignan to add lively spice and vibrant acidity. Aromas of rosemary and thyme sprigs spice up the ripe fruit core, while the medium-length finish offers a lovely dusting of black pepper on the end. Drink now–2015.",,89,39.0,Languedoc-Roussillon,Faugères,,Rhône-style Red Blend,Hecht & Bannier
50047,France,"A blend of Pinot Noir and Pinot Meunier, this is a rich Champagne. It has layers of red currant fruits and intense acidity. There is some toast coming through as this wine has aged.",Fleur Noir Blanc de Noirs Brut,89,59.0,Champagne,Champagne,,Champagne Blend,Beaumont des Crayères
50048,France,"This blend of 40% Syrah, 35% Grenache and 25% Mourvèdre takes some time to fully express itself in the glass, with soft scents of licorice root, red cherry, raspberry and a touch of sweet orange oil. Bright and fresh in the mouth with juicy red fruit flavors infused by a mineral twang. Drink now–2015.",Le 1er,89,20.0,Languedoc-Roussillon,Faugères,,Rhône-style Red Blend,Château Haut Lignières
50049,Italy,"Gravisano is a sun-drenched dessert wine from the Murgia area of Puglia in the deep south of Italy that offers candied fruit, honey roasted almond and butterscotch flavors. The wine is soft and chewy with a thick, sweet close.",Gravisano Passito,89,35.0,Southern Italy,Murgia,,Malvasia,Botromagno
50050,US,"Only their second vintage of Finger Lakes Riesling, Long Island's Macari Vineyards makes quite a splash with this beautifully honeyed yet dry and fruitful wine. Richly textured with notes of yellow freesia and preserved peach, it finishes elegantly on a subtly astringent black tea note.",,89,26.0,New York,Finger Lakes,Finger Lakes,Riesling,Macari
50051,US,"There's beautiful fruit from a beautiful vineyard in here somewhere but first let there be oak, lots of it (100% new French), giving the wine a dark golden hue and the nose an interesting meaty, baked apple quality. Taste-wise the wine is almost savory and leathery, full of ripe, exotic fruit, hugely creamy with a smackdown finish. Not for the meek but with time could get quite lovely.",Alder Springs,89,65.0,California,Mendocino,Mendocino/Lake Counties,Chardonnay,Knights Bridge
50052,Argentina,"Black as they come, with saturated, jammy aromas of sweet berry fruit, blackberry syrup and toasty oak. The palate is lush and chewy, with black fruit, spice and herbal flavors. Toasty and black on the finish. A big wine with plentiful oak as well as purity.",Don Nicanor,89,21.0,Mendoza Province,Mendoza,,Malbec,Nieto Senetiner
50053,Italy,"A celebrated vintage from an estate that consistently delivers quality at attractive prices, this Riserva sparkling wine is packed with Golden Delicious apple, vanilla cream, apricot and toasted nut. There's a sassy touch of clove on the close.",Riserva Talento,89,18.0,Northeastern Italy,Trentino,,Sparkling Blend,Rotari
50054,US,"Lemony, with the tiniest touch of sweetness, McFadden's Riesling is nicely balanced between acidity and fruit, with a slightly nutty flavor.",,89,18.0,California,Potter Valley,Mendocino/Lake Counties,Riesling,McFadden
50055,Argentina,"Bulky and dark up front, with coconut, ripe berry and heat on the nose. Feels rich and resiny, with sticky tannins, extract galore and flavors of coconut, wood grain, black licorice and sweet blackberry. Finishes hefty and grabby, with wayward oak that needs to settle in.",Grand Reserve,89,25.0,Mendoza Province,Luján de Cuyo,,Malbec,Piattelli
50056,US,"The 6% of Viognier may be why this Zinfandel has such a zippy streak of acidity. Whatever the reason, there's a brightness that cuts through the cherry and raspberry fruit, almost like it contains a squirt of lemon and lime soda. Drink now.",Flight,89,38.0,California,Dry Creek Valley,Sonoma,Zinfandel,Quivira
50057,Italy,"A silky blend of Chardonnay, Pinot Bianco and Pinot Nero, this elegant classic method sparkling wine opens with citrus, peach and floral aromas of jasmine and honeysuckle. Its rich fruit flavors and delicately toasted flavors would pair with smoked salmon canapés.",Brut,89,20.0,Lombardy,Franciacorta,,Sparkling Blend,Quadra
50058,US,"Tastes immature now, with flashy, sweet blackberry, cherry and raspberry jam fruit flavors, and a rich coating of smoky oak. The tannins are complex and impressive. Not showing well now because it's so direct, but it's possible that six years in the cellar will begin to bring about secondary bottle character.",,89,55.0,California,Napa Valley,Napa,Cabernet Sauvignon,ZD
50059,Italy,"This pretty Satèn (a sparkling expression of Chardonnay) offers creamy notes of vanilla, yellow rose, custard and toasted nut. Those bright citrusy notes often associated with the variety shine through on the close.",Satèn Brut,89,35.0,Lombardy,Franciacorta,,Chardonnay,Lantieri de Paratico
50060,France,"Steely, mineral, structured, this is a terroir-driven wine. The wood, carefully balanced, supports this very textured character, while the pear and peach fruits add a further layer. It's a wine for aging, with its rich acidity pushing it on its way.",,89,,Burgundy,Chassagne-Montrachet,,Chardonnay,Pierre André
50061,France,"A soft, perfumed wine, with yellow fruits, green plums and an orange zest texture. It is pure and fresh, emphasizing acidity as well as fruit. There is a delicious, fresh character to this ready-to-drink wine.",,89,,Burgundy,Chassagne-Montrachet,,Chardonnay,Pierre André
50062,Argentina,"Like most Tikal wines, this is beefy and saturated, with grapy, creamy, dark fruit aromas. Feels tight and lush in the mouth, with a meaty structure and dense flavors of blackberry and herbs. Turns more herbal as it unwinds before finishing toasty and thick.",Natural,89,20.0,Mendoza Province,Mendoza,,Malbec,Tikal
50063,US,"As rich as it is, this is a somewhat generic Cabernet. It's ripe and fruity and oaky, with appealing blackberry, currant and smoky wood flavors, wrapped into firm tannins. With a sweet finish, it's flashy, if not particularly complex or ageworthy.",Reserve,89,60.0,California,Napa Valley,Napa,Cabernet Sauvignon,Titus
50064,Chile,"Superripe and dark, with black currant, black cherry and prune aromas. Jammy and deep in the mouth, but with enough acidity to preserve liveliness. Tastes sweet and ripe, then layered and medicinal on the finish. Pushes the envelope on ripeness.",Grey [Glacier] Single Block,89,20.0,Maipo Valley,,,Cabernet Sauvignon,Ventisquero
50065,Chile,"Dark, smoky, chocolaty and welcoming up front, then firm and juicy in the mouth, with berry flavors, chocolate, herbal notes and earth. Not overly dense or heavy, with a racy character and proper acidity on the finish. Bright and flavorful.",Gran Reserva,89,18.0,Maule Valley,,,Carmenère,TerraNoble
50066,France,"One of the best-selling Champagnes in the world, this Brut has a great fruity character, full of green apples with tangy acidity and an finish that is soft while crisp.",Brut,89,36.0,Champagne,Champagne,,Champagne Blend,Nicolas Feuillatte
50067,Portugal,"Structured wine, very perfumed, the aromas reflecting the delicious mix of black cherry, damson and spice flavors. The wine then shows strong tannins and a firm texture.",Lodge Reserve,89,21.0,Port,,,Port,Smith Woodhouse
50068,France,"A fine expression of mineral Sauvignon Blanc, very textured with green herb and fruit skins giving a tense shape to a wine that could age. It's finely balanced, the refreshing acidity cutting right through the wine.",Les Belles Côtes,89,30.0,Loire Valley,Sancerre,,Sauvignon Blanc,Roger et Didier Raimbault
50069,Argentina,"Sweet on the bouquet, with aromas of coffee, mocha, berry jam and cherry extract. Broad and saturated on the palate, with ripe blackberry, cassis and chocolaty flavors. Finishes smooth and easy, with ripe tannins. Very nice but ordinary as full-bodied, extracted Malbecs go.",I,89,29.0,Mendoza Province,Mendoza,,Malbec,Pulenta Estate
50070,US,"This big, powerful red wine is made from too many varietals to name, but they all bring something to the table. It tastes jammy and fresh in acidity, with berry, cherry, spice and earthy flavors.",Big House Red,85,10.0,California,California,California Other,Red Blend,Big House
50071,Spain,"Heavy, dark, candied and jammy, with a hint of licorice to the nose. The palate is chunky and concentrated, with meaty berry flavors and a dose of chocolate. Short on the finish, yet fruity if a bit flat.",Spada,85,13.0,Northern Spain,Toro,,Tinta de Toro,Bodegas Fariña
50072,US,"Jammy, sweet aromas of cooked plum preserves and toasted French oak lead to a palate of dense, concentrated plum fruit and spicy, sweet cinnamon spice. Basic and a touch soft, this Merlot benefits from sturdy tannins and a balanced acidity.",Reserve,85,36.0,New York,North Fork of Long Island,Long Island,Merlot,Macari
50073,New Zealand,"This medium-bodied Sauvignon Blanc smells like fruit cocktail, and the flavors that follow are pleasantly reminiscent of guava, but slightly one-dimensional. Finishes soft.",,85,18.0,Marlborough,,,Sauvignon Blanc,Konrad
50074,US,"Straightforward, leesy, fresh, simple Pinot Blanc, with a mix of jicama, celery and yellow apple flavors. There's a bit of cinnamon spice in the finish; this is a good, everyday sipping wine.",,85,15.0,Oregon,McMinnville,Willamette Valley,Pinot Blanc,High Hook
50075,US,"This off-dry Riesling offers plenty of concentrated apple juice flavors accented by a dash of lemon and savory apple pie spice. There's a hint of petrol throughout that adds a layer of depth, but overall, it's simple and easy drinking.",Semi-Dry,85,14.0,New York,Finger Lakes,Finger Lakes,Riesling,Hunt Country Vineyards
50076,New Zealand,"Leafy and herbal, with green tomato and pineapple flavors that mesh surprisingly well. It's medium-bodied, with a slight tang on the finish.",,85,10.0,Marlborough,,,Sauvignon Blanc,Zeal
50077,US,"Feels dry and rustic in the mouth, with astringent tannins and acidity cutting across flavors of blackberry and cherry jam, red currants, licorice and pepper. Best now, with a brief decant.",Caton Vineyard Upper Bench,85,38.0,California,Sonoma Valley,Sonoma,Merlot,Ty Caton
50078,US,"With high acidity making for a stinging mouthfeel, and 1.3% residual sugar giving some, but not enough, soft relief, the result is a compromise between a sweet and a dry wine, which will satisfy fans of neither. Still, it's ultraclean, and the apple and honeysuckle flavors are appealing.",,85,11.0,California,Arroyo Seco,Central Coast,Riesling,Ventana
50079,Portugal,"Earthy, spicy aromas are followed by a chunky wine, tasting of tough clay and limestone soils. Dark black currant fruits and layers of acidity, give an austere final flavor.",Azul Portugal,85,10.0,Bairrada,,,Portuguese Red,Wines & Winemakers
50080,US,"Spicy, sweet red plums and charred oak marry well in this limited release wine from Sherwood House. There are hints of tobacco leaf and green grass throughout, but soft, supple tannins and a dark, smoky finish make this a pleasant sip.",,85,25.0,New York,North Fork of Long Island,Long Island,Merlot,Sherwood House Vineyards
50081,US,"Dry and crisp, with pure citrus flavors of Meyer lemon, lime and pink grapefruit. The acidity is strong and mouthwatering. There's also a potent note of unripe ammonia.",Shone Farm Vineyard,85,26.0,California,Russian River Valley,Sonoma,Sauvignon Blanc,Signaterra Benziger
50082,New Zealand,"From the folks at Spy Valley, this is a sweaty, pungent rendition of Marlborough Sauvignon Blanc, laden with hints of tomato leaf and herbs. Drink up.",,85,15.0,Marlborough,,,Sauvignon Blanc,Satellite
50083,US,"This blend of Syrah and Grenache is soft and melted, with green peppercorn flavors along with riper cherries, chocolate and rhubarb. Ready to drink now.",Syrache,85,28.0,California,Santa Barbara County,Central Coast,Syrah-Grenache,Ampelos
50084,Portugal,"Attractive fruits with a good, juicy flavor characterize this easy, fresh wine. Black berry flavors and vivid acidity make it ready to drink now.",Serras de Azeitão,85,10.0,Península de Setúbal,,,Portuguese Red,Bacalhôa Wines of Portugal
50085,France,"A bright, fruity wine that has black currant juice fruit just lightly strengthened by tannins. It is crisp, with considerable acidity.",Classic,85,14.0,Southwest France,Fronton,,Red Blend,Château Bouissel
50086,France,"Dusty and nuanced with soft aromas of cocoa, dried raspberry and cherry, reminiscent of a chocolate cherry latte from Starbucks. Light weight in the mouth with approachable tannins and a clean, dry finish. Drink now.",,85,9.0,Languedoc-Roussillon,Minervois,,Rhône-style Red Blend,Château Comte Devaugelas
50087,US,"One-dimensional in fruit, but clean and zesty, and likeable for its wealth of orange, Asian pear, vanilla and honeysuckle flavors. The finish is off-dry and spicy.",,85,15.0,California,Sonoma County,Sonoma,Riesling,Chateau St. Jean
50088,Portugal,"A sweet style of white Port, its nut and honey flavors dominant. It has good balance though, a delicious apéritif wine.",White,85,12.0,Port,,,Port,Borges
50089,Portugal,"The Vinho Verde rosé style takes advantage of the high acidity of the red grapes in the region. Casa do Valle's rosé is bone dry, with an intense level of acidity, raspberry juice, crisp and fresh.",,85,10.0,Vinho Verde,,,Rosé,Casa do Valle
50090,Australia,"A relatively light, fresh style of sparkling Shiraz, with berries and hints of chocolate picking up just a touch of sweet vanilla on the finish.",Emeri Sparkling,85,13.0,Australia Other,Australia,,Shiraz,De Bortoli
50091,US,"This Bordeaux blend is soft and somewhat sweet, with jammy blackberry, cherry and currant flavors accented with oak and tannins. It seems at its best now.",Mirepoix,85,30.0,California,Santa Cruz Mountains,Central Coast,Bordeaux-style Red Blend,Fernwood
50092,US,"Made in the modern style of oaky softness and jammy ripe fruit. Shows appealing pineapple, pear, buttered toast and vanilla cream flavors, with just enough acidity for balance.",Foggy Oaks,85,20.0,California,Russian River Valley,Sonoma,Chardonnay,Dry Creek Vineyard
50093,US,"Good, fleshy flavors of tart cherries in this dry wine. Yet it lacks structural integrity, as it is too soft and melted. Drink now.",Artist Collection,85,39.0,California,High Valley,Mendocino/Lake Counties,Tempranillo,Imagery
50094,US,"A little thin in flavor, but likeable for its pleasant flavors of citrus fruits, green grass and vanilla, with a firm spine of minerality. Zesty acidity makes it finish clean.",,85,14.0,California,Paso Robles,Central Coast,Sauvignon Blanc,Maddalena
50095,Italy,Cabernet Sauvignon and Merlot are aged in large oak casks to produce a balanced relationship between the wine's fruit and spice-driven components. It's an informal and easy-drinking wine that would pair with roast beef or honey-glazed ham.,D'Echo,85,16.0,Tuscany,Toscana,,Red Blend,Leopoldo I di Toscana
50096,US,"Fruity and bright in acidity, this Pinot tastes like liquid raspberry and cherry jam, sprinkled with cocoa and cinnamon, and sweetened with a spoon of white sugar. Drink now.",,85,32.0,California,Edna Valley,Central Coast,Pinot Noir,Kynsi
50097,Portugal,"Fresh and fruity, with attractive pink coloring, this light rosé has raspberry flavors, a touch of sweetness and caramel. It finishes bright and crisp.",Portada,85,7.0,Lisboa,,,Rosé,DFJ Vinhos
50098,US,"Accented with intriguing notes of charred oak, dried herbs, porcini mushrooms and a whisper of peppery grains of paradise, this is a rustic Merlot.  The midpalate shows hints of underripe red fruit and raw green peppers, but it's a sturdy dry red that would hold up well with rustic braised meats on a cold winter's night.",Estate,85,19.0,New York,North Fork of Long Island,Long Island,Merlot,Raphael
50099,New Zealand,"Starts off slightly flinty on the nose, then delivers restrained grapefruit flavors on the palate, tinged with green peas. Medium-bodied, with a short finish; drink it over the next couple of months.",,85,11.0,Marlborough,,,Sauvignon Blanc,Silver Beach
50100,Italy,Here's a delightfully delicate Moscato d'Asti with foamy fruity notes integrated with balanced acidity and sweetness. This sparkling dessert wine tastes fresh and very floral to the end.,,87,21.0,Piedmont,Moscato d'Asti,,Moscato,Mauro Sebaste
