id,country,description,designation,points,price,province,region_1,region_2,variety,winery
62511,US,"This is a big step up from recent vintages. Though it still carries an undertone of musty/chalky bark (from overly aggressive maceration?) it doesn't bury the fruit, and actually drinks quite well. 17% Merlot, 3% Syrah, 3% Malbec.",Genesis,87,16.0,Washington,Columbia Valley (WA),Columbia Valley,Cabernet Sauvignon,Hogue
62512,US,"Round and varietal, this young and fruity Chenin Blanc captures both the floral and the sweet citrus character of the grape. Finished at just 1% residual sugar, it has bright, clean aromas and a fresh, slightly puckery finish.",Walla Voila,87,13.0,Washington,Washington,Washington Other,Chenin Blanc,L'Ecole No. 41
62513,US,"Here's a rich, opulent Cab that brims with the special balance that Napa brings. Dry and smoothly tannic, it shows lush flavors of blackberries, cassis, raspberries and oak. Doesn't seem to be an ager, but it's awfully good now.",,87,20.0,California,Napa Valley,Napa,Cabernet Sauvignon,Martin Ray
62514,US,"Fifty-fifty Zin and Syrah, this is classic Paso Robles rustic-chic red wine. It's dry and soft in acidity, with a slightly rough mouthfeel framing intensely ripe berry, cherry and tobacco fruit. If the flavor was more concentrated, the score would rise dramatically.",Gemini,87,35.0,California,Paso Robles,Central Coast,Red Blend,Midnight
62515,New Zealand,"Round and weighty, this is a well-made Pinot Gris in a soft, slightly sweet style. Baked apple flavors pick up hints of cinnamon and caramel, accented by a squeeze of citrus.",,87,17.0,Marlborough,,,Pinot Gris,Omaka Springs
62516,US,"This is Talley's basic appellation Pinot Noir, and it shares the elegance and balance this winery is known for, although the concentration of the single-vineyard bottlings isn't there. It's a pleasant wine, with dry flavors of cola, raspberries and vanilla and a rich, silky texture.",Estate,87,34.0,California,Arroyo Grande Valley,Central Coast,Pinot Noir,Talley
62517,US,"Here's a fruit-forward PG that's like a romp in an orchard. It's got everything from apples and white apricots to peaches, pineapples and pears, with flowery, spicy, honeyed nuances. Juicy acidity provides much-needed balance to this clean, flavorful wine.",,87,18.0,California,Santa Barbara County,Central Coast,Pinot Gris,Scott
62518,US,"Another wine done in a fresh, spicy, bright style. Apple and light cinnamon, crisp and clean, make a wine perfect for summer sipping.",,87,10.0,Washington,Columbia Valley (WA),Columbia Valley,Chardonnay,RiverAerie
62519,Australia,"A blend of 40% Cab Sauvignon, 40% Cab Franc and 20% Merlot, this is slightly floral on the nose, but also a touch herbal and exhibits a bit of ash-like Cab Franc character. It does boast a creamy mouthfeel and plenty of ripe cherry fruit, so if you're not averse to some green notes you may like this even more. Drink now–2015.",Lynedoch,87,27.0,South Australia,Barossa Valley,,Bordeaux-style Red Blend,Ross Estate
62520,US,"Made in the modern, ripe California stlyle, this Chardonnay offers immediately appealing flavors of pineapple jam, peach, lime, kiwi and vanilla oak. It's balanced with crisp acidity. Ready now for sheer richness.",,87,32.0,California,Russian River Valley,Sonoma,Chardonnay,Peter Paul Wines
62521,Italy,This fresh Rosso di Montalcino is redolent of pressed violets and rose petals and has more of a floral characteristic than it does a fruity one. The wine is thin but firm in the mouth with a lean but crisp aftertaste.,,87,,Tuscany,Rosso di Montalcino,,Sangiovese Grosso,Renieri
62522,South Africa,"Black cherry, cinnamon and cloves on the nose are followed by a fine balance of vanilla, smoke and cherry on the palate. Easygoing but complex, the wine has a poise for which Cluver is known and will pair well with everything from salad to duck.",,87,20.0,Elgin,,,Pinot Noir,Paul Cluver
62523,US,"Good price for this smooth Merlot. It's very frontal in flavor, with a taste of chocolate-covered cherry candy, but it's dry, with a lingering finish.",,87,15.0,California,Alexander Valley,Sonoma,Merlot,Chelsea Goldschmidt
62524,France,"Classic, fresh and fruity, with lively strawberry flavors and a fine burst of acidity. The tannins are light, but fit well into this bright, breezy wine.",Cuvée Terroir,87,15.0,Beaujolais,Beaujolais,,Gamay,Domaine Pral
62525,Argentina,"Slightly oily, nutty and harsh on the initial nose, but better as it opens and airs out. The body here is good and has balance, depth and substance, and the flavors of lychee, mango and other tropical fruits ring true. Persistent on the finsh, with good structure and length.",Estate,87,16.0,Other,Cafayate,,Torrontés,Doña Paula
62526,US,"Soft and easy-drinking, this plum and cherry Merlot drinks like an older wine, as if it's been gently oxidized. It's probably at its peak, the fruit generous and round, the finish tailing off gently into a Milky Way sort of confection.",,87,10.0,Washington,Columbia Valley (WA),Columbia Valley,Merlot,Eliseo Silva
62527,Spain,"A recommended entry-level Ribera, with aromas of violets, minerals and oak. The palate has a standard, competent feel and balance along with flavors of gangly berry fruit and black cherry. Mocha and vanilla help sweeten and soften up the finish, but overall it's a regular, fresh type of wine.",Finca Resalso,87,15.0,Northern Spain,Ribera del Duero,,Tinto Fino,Emilio Moro
62528,US,"A bit hard and tough in tannins, but very rich in flavor. Flatters the palate with blackberries, black cherries, currants, cola and licorice, with a sweet edge of smoky oak. Drink now.",Humbaba,87,25.0,California,Sonoma-Napa-Lake,North Coast,Red Blend,Enkidu
62529,Australia,"There aren't many white wines coming out of Langhorne Creek, but this Verdelho is a good one, offering crisp, citrusy notes of pear and pineapple, medium body and a clean, refreshing finish. Drink now.",Potts' Catch,87,14.0,South Australia,Langhorne Creek,,Verdelho,Bleasdale
62530,Argentina,"Concentrated, with plenty of aromatic richness and dark fruit aromas of blackberry and cassis. The palate features proper extraction and weight, with forceful, powered-up flavors of wild berry and toast. Solid on the finish, with good ending weight and legs.",,87,16.0,Other,Neuquén,,Malbec,Areo
62531,US,"Once you get past the blast of sulfur you find pretty citrus and nectarine fruits, moderate sweetness and balancing acidity, with a lightly candied, honey/lemon finish. Let it breathe!",,87,10.0,Washington,Washington,Washington Other,Riesling,Avery Lane
62532,US,"With 9% residual sugar, this Chardonnay is distinctly sweet. It's also very Chard-like, with pear, peach and buttercream flavors. It's a bit simple, but very tasty.",Nectar de Carneros Sweet,87,18.0,California,Carneros,Napa-Sonoma,Chardonnay,Bonneau
62533,US,"A very nice, super-drinkable Chardonnay marked by brisk, cool-climate acidity and a bracing minerality. The pineapple, peach and apple flavors have the slight herbality you often find in Napa Chardonnay.",Estate Vineyard,87,25.0,California,Napa-Carneros,Napa,Chardonnay,Bouchaine
62534,US,"Released at the unusually old age of nearly five years, this Pinot Noir is quite acidic. That gives a tart bite to the cherry, cola and oak flavors. It's a bit angular and awkward, but is otherwise silky and dry. Could surprise with another 4–5 years in the bottle.",Gravel Knob Vineyard,87,32.0,California,Carneros,Napa-Sonoma,Pinot Noir,Gloria Ferrer
62535,US,"This is straight-ahead, dark, smoky Syrah, with a slightly roasted character that enhances the varietal character. Despite its dark hues and assertive nose, it does not fall heavy in the mouth; the acids are lively and the wine almost silky, with flavors more mature than its relatively youthful vintage might suggest.",,87,9.0,Washington,Rattlesnake Hills,Columbia Valley,Syrah,Hyatt Vineyards
62536,Cyprus,"Vanilla, cherry and violet on the nose lead into flavors of black fruit, spices and pepper in this balanced, crisp red. Complex but refreshing, with a food-friendly character. Pair with lamb, cheeses.",Agios Onoufrios,87,18.0,Kathikas,,,Red Blend,Kathikac
62537,US,"Shows lots of Central Coast class, with brisk acidity and pure, fruity flavors of raspberries, cherries, orange zest and cola. The mouthfeel is silky, the acidity crisp, the finish dry. Very nice for drinking now, and a good price for a Pinot Noir of this quality.",À Côté,87,25.0,California,Central Coast,Central Coast,Pinot Noir,La Fenêtre
62538,Australia,"On the subtle side for a Sauvignon Blanc, the Groom 2009 offers up exotic kiwi and guava scents before settling in to a more serious palate of lemon and pear. Its crisp and well-balanced, with a lovely final note of grapefruit peel. Drink now.",,87,18.0,South Australia,Adelaide,,Sauvignon Blanc,Groom
62539,US,"Not offering much now beyond a full body, big tannins, lots of oak and extracted blackberry jam and milk chocolate fruit. There's lots of deliciousness, but not much elegance or sophistication. Roll the dice and stash it for six years to see what happens.",,87,65.0,California,Napa Valley,Napa,Cabernet Sauvignon,Guarachi Family
62540,Spain,"Aromas of black fruits, light oak and violets are good but basic, and that pretty much defines the rest of the wine. Expect an easy flowing palate with candied, regular berry flavors in front of a light to medium finish. Nicely done and approachable.",Al Muvedre Tinto Joven,87,15.0,Levante,Alicante,,Monastrell,Telmo Rodríguez
62541,US,"Light and easy, and made for drinking now. Shows plenty of charm, with dry, crisp flavors of herbs, red currants, tobacco and spices, wrapped into scoury tannins.",,87,25.0,California,Central Coast,Central Coast,Pinot Noir,Wild Horse
62542,Spain,"A jammy, fruity, extracted Tempranillo with simple, candied berry aromas followed by a heavy, bulky palate that's packed with warm berry fruit. A rich, young, jumpy sweetie that's designed to make you happy.",Codice,87,10.0,Central Spain,Vino de la Tierra de Castilla,,Tempranillo,Sierra Cantabria
62543,France,"Soft, open wine, the dry tannins a subplot to the fresh strawberry fruits and gentle acidity. There is a final bright, clear aftertaste.",La Folie,87,,Beaujolais,Saint-Amour,,Gamay,Signé Vigneron
62544,US,"Pretty direct now, offering blackberry, black currant, cola and oak flavors. The tannins are firm, the acids brisk. Feels rich and consistent. Could develop bottle nuance in the cellar over the next 6–8 years.",Clift Vineyard,87,40.0,California,Oak Knoll District,Napa,Cabernet Sauvignon,Tudal
62545,US,"Tannins mark this tough, still young wine from beginning to end. The astringency envelops the fruit, giving the mouthfeel a hard, dry astringency. Even though there are some well-developed blackberry and currant flavors, the wine is unrelieved in harshness. Try cellaring until at least 2013, but it's risky.",Gist Ranch Estate,87,56.0,California,Santa Cruz Mountains,Central Coast,Cabernet Sauvignon,Thomas Fogarty
62546,US,"A good, dry, elegant wine, fully ready to drink now with a nice steak. It's a complex Merlot, with layers of black cherries, licorice, cola and spices, as well as a pleasant touch of smoky oak.",Elements of Artesa,87,18.0,California,Napa-Sonoma,North Coast,Merlot,Artesa
62547,US,"This is a big, spicy, powerful Zinfandel that brims with berry, cherry, currant, chocolate and cedar flavors. It's not particularly subtle, but slams into the palate like an asteroid from space. Calls for barbecue, pure and simple.",Allegria Vineyards Heritage Vines,87,35.0,California,Russian River Valley,Sonoma,Zinfandel,Acorn
62548,Spain,"Nice and prickly, with aromas of nettles, citrus and minerals. The palate is fresh and acidic, while the flavors of green apple, scallion, pineapple, lemon and grapefruit come together well. Clean and not overly acidic on the finish. Varietally speaking, this is on the money.",Azumbre Viñedos Centenarios,87,18.0,Northern Spain,Rueda,,Verdejo,Agricola Castellana
62549,Spain,"A full-bodied red blend from Montsant. The nose is big and smells of black cherry, licorice and herbal, foresty notes, while the palate is saturated and grabby at the edges, with herb-tinged, roasted-berry flavors. Snappy and cheek-starching on the finish; drink now through 2011.",Etim Selección,87,18.0,Catalonia,Montsant,,Red Blend,Agricola Falset-Marca
62550,US,"A thin, simple wine, with some berry flavors. Very dry, with somewhat sharp tannins and acidity, it finishes on a harsh green note.",Vintner's Select,81,10.0,California,California,California Other,Cabernet Sauvignon,Haywood
62551,Chile,"Odd rubbery scents of asphalt and latex turn to bitter coffee grounds on the palate. There are some grapey, black-cherry flavors but they are tough to get at. Shows a unique personality, which some tasters may find refreshing.",Estates,81,10.0,Maipo Valley,,,Carmenère,Porta
62552,Chile,"From the opening whiff, this wine shows an off-putting lean, piney aroma. The apple and pineapple fruit are almost completely veiled by the green oak perfume that most tasters won't get past.",Medalla Real Special Reserve,81,13.0,Casablanca Valley,,,Chardonnay,Santa Rita
62553,US,"It has a deep, candy-red color, but the nose is anything but candied, showing aromas of green olives, herbs and blackberries. Salivatingly tart and only slightly sweet. The flavors are a combination of green olive and iced tea with lemon. It's not subtle, and would probably work with Buffalo wings.",Rose,80,7.0,California,California,California Other,Merlot,Sutter Home
62554,US,"This is sensuous Chardonnay that provides plenty of texture and depth without being heavy. The bouquet is robust and complex, with pear, smoke, vanilla, cumin and an appealing oatmeal-graham cracker-like note. A full spectrum of similarly ripe fruit flavors coats the mouth, bolstered by good acidity, and you can almost sink your teeth into the full, chewy mouthfeel. This very impressive bottling finishes long and complex, with grainy pear, spice and buttery notes. Editors' Choice.",,93,34.0,California,Napa Valley,Napa,Chardonnay,Darioush
62555,US,"An intensely fragrant floral, ginger, peach, lemon-lime and orange-spice bouquet ushers in this smooth, well-structured wine. The palate shows intricately meshed orange, butterscotch and toasted nut flavors, offset by angular, racy mineral accents. Finishes long and crisp, with refined pineapple, citrus and stony flavors. Enjoyable now but still tight, this should offer even more in two years.",Laura's,93,54.0,California,Sonoma Coast,Sonoma,Chardonnay,Hartford
62556,US,"This Napa stalwart is beautifully integrated. Leesy and citrus notes accent the solid apple and toast profile on both the nose and in the mouth. It's big, but displays impeccable balance and a great mouthfeel. Lime and spice play against richer butterscotch, vanilla and toasty elements on the long, handsomely textured finish.",Reserve,92,45.0,California,Napa Valley,Napa,Chardonnay,Stag's Leap Wine Cellars
62557,US,"There's plenty of ripe fruit in this 1998. An intense nose of coconut, jasmine, sweet pineapple, toasted marshmallow and cloves opens this lush beauty. A lovely, positive tension prevails in the mouth between tropical fruit flavors, pear, apple and citrus elements, all accented by intriguing spice notes. Finishes long, again relying on a fine tension between sweet and tart notes to create a harmonious and sensuous close.",Reserve,92,48.0,California,Napa Valley,Napa,Chardonnay,ZD
62558,US,"Taut and intensely structured, the compact smoke, lime, ginger and nut bouquet here hints at what's within. The mouth offers lime and chalk, vanilla and apples and a creamy yet firm mouthfeel—it's surprisingly full, with bright acidity. The dry, crisp finish with its spicy, toasty flavors has great length, again showing structure and refinement. Will be at its best in two-plus years. Cellar Selection.",Woolsey Road Vineyard,92,37.0,California,Russian River Valley,Sonoma,Chardonnay,Patz & Hall
62559,US,"The flagship of the Peter Michael Chardonnays is a stylish, sexy wine. Opens with a wonderful nose of peach, tropical fruit, nuts and orange tea; it shows great poise and a classic sense of proportion from bouquet to finish. The wine unfolds and expands in the glass, offering lovely orange, mineral and tarragon flavors. The engaging finish has great length and subtle aromas and flavors. Impressive for its restraint and attention to detail, this is delicious now but will also reward keeping. Cellar Selection.",Cuvee Indigene,92,85.0,California,Sonoma County,Sonoma,Chardonnay,Peter Michael Winery
62560,US,"One of seven wines we tasted from this renowned vineyard, and one of six from veteran Chard-meister Jed Steele. This one's a beauty—the top scoring wine from both the winemaker and the site. A floral, orange, vanilla custard and almost mustardy-spice nose opens to a full orange, mineral and vanilla-spice palate. It's rich and creamy yet spicy, and even shows some bright lemony elements. This multidimensional wine finishes long with tangy, toasty oak. Top Value.",Bien Nacido Vineyard,92,30.0,California,Santa Barbara,Central Coast,Chardonnay,Steele
62561,US,"This is everything a flagship wine should be, with its rich mouthfeel, palate-coating flavors and long finish. The flavors are on the apple side of the Chardonnay spectrum, with toasty oak galore, but would you expect otherwise? The long finish has lots of finesse and style despite its considerable heft.",Estate,92,50.0,California,Northern Sonoma,Sonoma,Chardonnay,E & J Gallo
62562,US,"This is a seductive pleasure-bomb, with a ripe core of tropical, citrus and banana fruit flavors wrapped in a toasty-oak and butterscotch cocoon. Lush and creamy, it hits all the right notes; as it pushes the ripeness and vanilla envelopes to the max, it does so with great style and balance. The long, toasty, crème brûlée finish has great appeal. Top Value.",Marios Reserve,92,30.0,California,Napa Valley,Napa,Chardonnay,M. Trinchero
62563,US,"Ripe orange and papaya, spice, graham cracker and smoke are a few of the adjectives tasters used to describe the nose of this delightful wine. Though rich and open on the palate, it never gets loose or sloppy. A great chalk element and spice accents nicely offset the rich fruit foundation. Buttered toast and nutty, leesy notes mingle with pineapple on the long, finely balanced back end.",Paladini Vineyards,92,45.0,California,Carneros,Napa-Sonoma,Chardonnay,Fisher
62564,US,"Full and focused, the nose of orange, crème brûlée and vanilla opens to a handsomely balanced palate of lively citrus, Granny Smith apple and vanilla cream flavors. Moderately plump and pleasing, good underlying acidity here keeps it elegant and maintains fine flavor definition. Butterscotch, lemon and spicy oak flavors mingle on the long finish.Top Value.",Goldfields Vineyard - Reserve,92,30.0,California,Russian River Valley,Sonoma,Chardonnay,Simi
62565,US,"One of the oldest wines submitted, a deliciously complex créme brûlèe, coconut, nutmeg, vanilla and smoke bouquet opens this classy contender. Full and creamy on the palate, it offers rich, finely nuanced pear and nectarine fruit flavors accented by clove, nutmeg and coconut. Still feels young, finishing long and bold with intriguing spice and tangy pineapple notes.",Reserve,92,45.0,California,Napa Valley,Napa,Chardonnay,Kent Rasmussen
62566,US,"Deep pineapple and orange fruit is wrapped in a deep, toasty oak envelope in this Russian River classic. There are complex nutty, leesy, burnt sugar and even vaguely meaty notes on the nose. These open to a big-bodied but earthy and stony palate where bright, citrusy fruit and vanilla accents also vie for attention. Tightly wound, the burnt-toast and mineral finish is long and tasty, with more vanilla, smoke and apple accents. Top Value.",,92,30.0,California,Russian River Valley,Sonoma,Chardonnay,Dehlinger
62567,US,"This Chardonnay reads on the nose and palate like key lime pie. Sweet and sour citrus notes are offset by graham cracker, vanilla and ginger snap. This is great juice with plenty of dimension—at once smooth and full, creamy and spicy. Don't drink it for dessert, though—try it with grilled chicken in a citrus and spice marinade. Top Value.",Genevieve Magoon Vineyard Reserve Tutu,91,40.0,California,Guenoc Valley,Mendocino/Lake Counties,Chardonnay,Guenoc
62568,US,"A winning nose offers aromas of créme brulée, smoked bacon, pears, peaches and toasty vanilla that just keep coming on in this stylish, full wine. The palate shows similar flavors. The big mouthfeel continues on the long, slightly sweet finish with its toasty, smoky oak. Strong already, but it should be even better in six months. From the maker of the fine affordable and widely available Katherine's Vineyard Chardonnay. Top Value.",Bench Break Vineyard,91,30.0,California,Santa Maria Valley,Central Coast,Chardonnay,Cambria
62569,US,"This wine's fat, tropical fruit, banana and toast nose has a pungent, spicy Gewürztraminer quality. The palate is the payoff. It shows the aforementioned elements, plus cinnamon, clove and vanilla flavors. What you get is a ripe, unctuous wine—big, maybe even a bit overblown, but totally lovable. The long, spicy finish of this unique bottling is impressive.",Reserve,91,32.0,California,Sonoma County,Sonoma,Chardonnay,Ledson
62570,France,"A solid yet seductive wine, displaying a handsome bouquet of sour cherry, licorice, meat and leather aromas. The mouth follows in good style with riper cherry fruit, cocoa-chocolate notes and an anise touch that adds dimension. The rich, full palate texture and long finish with its dusty tannins complete the pretty picture. Cellar Selection.",Arvelets,91,45.0,Burgundy,Pommard,,Pinot Noir,Prosper Maufoux
62571,US,"A seductive nose of pineapple, pear, vanilla and buttered toast leads, followed by a nicely knit, well-fruited, but not-at-all sweet palate. Here, pear, melon, pineapple and tangerine is offset by light toast and vanilla accents. Balanced and smoothly textured, it shows graceful restraint that suggests it will improve over the next year or two.",,91,32.0,California,Russian River Valley,Sonoma,Chardonnay,Cakebread
62572,US,"Displaying great fruit and excellent structure, this can be enjoyed now, but it has soon scale and intensity that we suggest aging it for at least another year or two. Barelli seems to yield darkly-fruited wines of depth and structure that read somewhat tighter and harder in their youth. Has classic cassis, toasty oak and tobacco touches, plus a dusty Alexander Valley feel.",Barelli Creek,91,28.0,California,Sonoma County,Sonoma,Cabernet Sauvignon,Gallo of Sonoma
62573,US,"The really ripe dark cherry, toasty oak and licorice aromas and flavors here are winning. It has a wonderful sweetness and balance. The fruit here is rounder and more forward than in the Barelli—still, it's big, juicy and has plenty of structure.",Stefani Vineyard,91,28.0,California,Dry Creek Valley,Sonoma,Cabernet Sauvignon,Gallo of Sonoma
62574,US,"Lots of spice along with a veritable fruit cocktail of complex flavors open this understated performer. From green apple and bosc pears to melon and mint, it has an elegant integration of fruit and spicy, vanillin oak. Tangy acidity keeps it lively, and the wine finishes crisp and dry. Still tight, this could use a year to knit itself together.",Stone Côte Vineyard,91,33.0,California,Sonoma County,Sonoma,Chardonnay,Hartford
62575,US,"A winning combination of pear, apple, ripe melon and butterscotch flavors, spiked with spicy clove and tart citrus accents. Lavishly oaked for a mid-weight wine, there's sufficient depth of fruit here to support the wood, and the elements mesh and hold nicely. An easy, lush mouthfeel means it's best enjoyed over the next year or so—if you can keep it around that long.",,91,50.0,California,Monterey,Central Coast,Chardonnay,Carmel Road
62576,US,"This is a big, delicious mèlange of pineapple, pears, buttered popcorn and coconut vying with mineral and toasty oak elements. Fat and friendly, it's got the goods to hold the taster's interest. The “California Cuvée” designation means that it's made of fruit from many places—more proof that good bottles are not all vineyard designates or single AVA wines. Enjoy now and over the next two years.",Signature Reserve,91,42.0,California,California,California Other,Chardonnay,Testarossa
62577,US,"An anise note adds dimension to an already attractive lime, toast, melon and buttery bouquet. With beautiful balance, subtle peach, nut and crème brûlée flavors come together in a very attractive palate. This is as lithe and balanced as a ballerina on pointe. This Rutherford treat has a long, warm and smoky-caramel flavored finish.",,91,53.0,California,Rutherford,Napa,Chardonnay,Staglin
62578,US,"At 2,523 cases, this is fabled grower Rochioli's largest-production Chardonnay. The bouquet sings with complex roasted nut, pineapple, citrus, toast and banana aromas. Tart apple and anise flavors play off the sweet caramel and vanillin oak to create an elegant balance on the palate. Persistent fruit and smoky accents on the finish—it's hard to resist. Top Value.",Estate,91,30.0,California,Russian River Valley,Sonoma,Chardonnay,Rochioli
62579,US,"It's said that Dick Arrowood personally checks every bottle that goes out—his attention to detail shows here. A complex and refined bouquet of toasted oat, coconut, orange and peach opens to a full palate of apple, yellow plum and caramel flavors. Rich and creamily textured, it is also high on spice and smoky oak. The complex finish is very long, leesy and elegantly nuanced.",Reserve Speciale Cuvée Michel Berthoud,91,38.0,California,Sonoma County,Sonoma,Chardonnay,Arrowood
62580,Australia,"Opens with aromas of black soil, mint and cola. Its acids are lively, its cherry fruit tight, and an undercurrent of eucalyptus ties it all together—all characters that you either love or you don't. The wine has a lot going for it, though, and is worth a look. Imported by Southland Wines.",,89,16.0,Victoria,Pyrenees,,Shiraz,Blue Pyrenees
62581,Italy,A subdued note of soybean and water chestnut backed by candied pear washes through to the back of the palate with a mineral finish. You couldn't ask for a better match for Chinese take-out. Imported by Supreme Wines & Spirits.,,89,16.0,Northeastern Italy,Friuli Aquileia,,Pinot Grigio,Merk
62582,US,"Good, solid, chunky aromas of berry and chocolate lead into ripe, spicy raspberry and cherry fruit. The wine is loaded with creamy, milk chocolaty oak. Smooth and broad, it coats the palate. Though not a deep or textured effort, the fruit and smooth mouthfeel make for plenty of near-term enjoyment. There is just enough weight to give the impression of extra ripeness, a plus in this price range.",Vintners,89,20.0,Washington,Yakima Valley,Columbia Valley,Merlot,Kestrel
62583,US,"Here's a rarity—pure Walla Walla Ttempranillo—dark, gamy and exotic. It instantly fascinates you from the first sniff. What a truly beguiling blend of roasted meats, vanilla, licorice, clove and black cherry. The fruit is light and tastes of roses and cherries.",,89,28.0,Washington,Walla Walla Valley (WA),Columbia Valley,Tempranillo,Seven Hills
62584,US,"As with the Merlot this is Ash Hollow fruit (92%), hence young; it seems to represent a significant shift in style from previous Reininger wines. Very nice winemaking brings out interesting herb and grassy notes; the base fruit is quite light, with strawberry, fig and hints of sour cherry.",,89,32.0,Washington,Walla Walla Valley (WA),Columbia Valley,Cabernet Sauvignon,Reininger
62585,US,"Looks as golden pale as a classic brut, but the full-bodied, ripe flavors of cherries and cassis-infused cream give it away as Cabernet Sauvignon. It's an unusual bubbly, but delicious, and fruity-rich enough to wash down everything from steak to chocolate cake.",Chauvignon Reserve Blanc de Noirs,89,39.0,California,Napa Valley,Napa,Cabernet Sauvignon,Sjoeblom Winery
62586,Italy,"Creamy and toasty in the mouth, with nice acidity to give it structure. A consistent sparkler with enough versatility to be consumed with a meal; not just for toasting. Imported by Prestige Wine Imports Corp.",Riserva,89,13.0,Northeastern Italy,Trento,,Sparkling Blend,Rotari
62587,Hungary,"Buttery-gold and viscous, this wine offers earthy scents of vanilla and honeyed white fruits, developing more tropical fruit, honey and caramel on the palate. A medium-length finish with citrusy acidity rounds out the wine. Imported by Europvin.",Late Harvest,89,24.0,Tokaji,,,Tokaji,Oremus
62588,Italy,"Here's a vineyard-designate Collio Grigio that shows the grape's potential. The wine is surprisingly refined and elegant with a copperish hue and full fruit aromas of melon, banana and spice. Round and smooth in the mouth with a long, satisfying finish. Imported by Vinarium Inc.",Murno,89,20.0,Northeastern Italy,Collio,,Pinot Grigio,Primosic
62589,France,"Attractive salmon pink color, fresh raspberry flavor and lively acidity: it's all there with this deliciously, crisp, summertime rosé. There is just a touch of toastiness to give it some complexity, but freshness and openness are the main characters of this wine. Imported by Vitis Imports.",Brut Rosé,89,19.0,Burgundy,Crémant de Bourgogne,,Champagne Blend,Paul Delane
