id,country,description,designation,points,price,province,region_1,region_2,variety,winery
12523,France,"Soft appetizing pear peel entices the nose. The palate almost has a kind of apple freshness and a wonderfully fruity, attractive if very light-bodied nature. The finish is clean and moreish.",Tradition,89,14.0,Alsace,Alsace,,Pinot Blanc,La Cave des Vignerons de Pfaffenheim
12524,Italy,"Black cherry, underbrush and tilled soil aromas lead the nose of this blend of 70% Sangiovese, 25% Cabernet Sauvignon and 5% Merlot. The polished yet firmly tannic palate delivers dark plum, cake spice and white pepper flavors. Enjoy through 2019.",Santa Cristina a Mezzana,89,18.0,Tuscany,Carmignano,,Red Blend,Il Sassolo
12525,Italy,"Made entirely from Sangiovese, this opens with black cherry, white pepper and an earthy underbrush scents. The savory, straightforward palate shows plum, clove and tobacco notes, set against chewy tannins. Enjoy through 2019.",Principe Guerriero,89,28.0,Tuscany,Montescudaio,,Sangiovese,Pagani de Marchi
12526,Italy,"This opens with ripe dark-skinned berry, underbrush and baking spice aromas, while the dense, robust palate offers black cherry jam, clove and licorice flavors. It's already accessible, with fine-grained tannins. Drink through 2021.",,89,90.0,Tuscany,Brunello di Montalcino,,Sangiovese,Paradisone
12527,Australia,"This young, fruit-driven sparkling red delivers the party in a bottle. Currants and black cherries abound, accented by touches of cigar box and vanilla, while the palate is ripe and creamy-textured. Drink now.",Sparkling,89,18.0,South Australia,South Australia,,Shiraz,Paringa
12528,France,"Named after Jean-Luc Thunevin's reputation as being the bad boy of Saint-Emilion (because he broke into the hallowed aristocracy), the wine is produced from his own vines. It is a rich wine, full of great ripe fruits and dark tannins, concentrated and with some aging potential. Drink from 2018.",Mauvais Garçon,89,20.0,Bordeaux,Bordeaux,,Bordeaux-style Red Blend,Etablissements Thunevin
12529,Italy,"This blend of 90% Sangiovese and 10% Merlot boasts ripe black-skinned fruit and cedar aromas. The concentrated palate delivers smoke-laced black plum and tobacco flavors held together by firm, fine-grained tannins. Drink through 2022.",Poggio Gualtieri Riserva,89,25.0,Tuscany,Chianti Rufina,,Red Blend,Fattoria di Grignano
12530,Italy,"This enjoyable all-Sangiovese wine offers black cherry, tilled earth and new leather aromas. The savory palate delivers red plum flavors accented by cinnamon and clove, framed in lithe tannins. Enjoy through 2019.",Riserva,89,25.0,Tuscany,Chianti Colli Fiorentini,,Sangiovese,Fattoria Torre a Cona
12531,US,"Approachable in its youthful vigor and wealth of fruit, this medium-bodied coastal wine offers a complement of spicy black licorice, cranberry and strawberry, finishing lean and focused.",,89,18.0,California,Sonoma Coast,Sonoma,Pinot Noir,Folie à Deux
12532,US,"Sourced from an experimental vineyard planted in the early 1970s, this blends eight different varieties, all picked on the same day and co-fermented. At least one red grape (Cabernet Sauvignon), adds a touch of amber to the wine. It could be called rosé, though it's listed as a white wine. In any event, it's unique, with concentrated flavors of tree fruits, citrus peel and anise. Try it with charcuterie.",Field Blend Wings of Desire,89,28.0,Oregon,Willamette Valley,,White Blend,love & squalor
12533,France,The low yields behind this wine have given it concentration as well as a firm tannic structure. It is dense and will take time for the fruit to shine. There are hints of the black-currant fruitiness that will arrive in time along with a crisp acidity. Drink from 2020.,,89,26.0,Bordeaux,Haut-Médoc,,Bordeaux-style Red Blend,Château de Villambis
12534,France,"From vineyards close to the Gironde estuary, this estate has produced a bright and fruity wine dominated by Cabernet Sauvignon. That gives both a firm dry tannic structure and crisp black-currant fruit. The wine will develop over the next few years and should be drunk from 2019.",,89,28.0,Bordeaux,Médoc,,Bordeaux-style Red Blend,Château Lousteauneuf
12535,US,"Jammy fruit aromas and flavors and a lack of overt oak notes make this full-bodied wine easy to love. It's simply yummy in flavor, polished in texture, and has a nice, lingering ripe fruit finish.",,89,13.0,California,California,California Other,Cabernet Sauvignon,Château Souverain
12536,Italy,"A blend of Cabernet Sauvignon and Merlot, this opens with black cherry and cinnamon aromas that carry over to the straightforward, balsamic-seeming palate. Polished tannins provide support. Drink through 2020.",Ateo,89,,Tuscany,Sant'Antimo,,Red Blend,Ciacci Piccolomini d'Aragona
12537,Italy,"Made entirely from Sangiovese, this opens with purple flower and forest floor aromas. The firm palate delivers black cherry, clove and a hint of leather alongside polished tannins. Enjoy through 2019.",Riserva,89,30.0,Tuscany,Chianti Montalbano,,Sangiovese,Cantagallo
12538,Italy,"The nose of this 90% Trebbiano and 10% San Colombano wine suggests dried apricot, chestnut honey and marzipan. Its rich flavors carry over to a sweet, luscious finish.",Riserva,89,55.0,Tuscany,Vin Santo di Carmignano,,White Blend,Capezzana
12539,Italy,"Tilled soil, blue flower and Mediterranean herb aromas follow through to the young, tightly wound palate. Juicy dark-skinned berry flavor is supported by taut, fine-grained tannins. Enjoy through 2018.",,89,17.0,Tuscany,Rosso di Montepulciano,,Sangiovese,Avignonesi
12540,US,"A buttery aroma leads to rich butterscotch flavors and a buttery finish, too. But then there's more with each sip. The wine is dry but easy on the palate, and reveals tasty apple, almond and toasted walnut flavors with time. These all add complexity and lift it well above the ordinary. Made with certified Biodynamic grapes.",The Roost Blue Heron Vineyard,92,45.0,California,Mendocino County,Mendocino/Lake Counties,Chardonnay,Bonterra
12541,South Africa,"This is a lovely, layered and complex Pinotage, with waves of earthy spice and brambly fruit that mingle harmoniously on the nose and palate. The mouthfeel is plush and velvety, brimming with rich wild berry, game, licorice and sweet smoke notes that linger long on the structured, evolving finish. It's decadent and delicious now, but will also hold well through 2021.",,92,27.0,Hemel en Aarde,,,Pinotage,Southern Right
12542,US,"A blend of 52% Merlot, 30% Cabernet Sauvignon, 12% Cabernet Franc and 6% Petit Verdot, this wine is aromatically brooding with notes of coffee, mineral, flowers and cherry. The palate boasts abundant coffee and cherry flavors backed by firm tannins that need time in the cellar to stretch their legs. Best after 2021, with a long life ahead of it.",Night Owl,92,48.0,Washington,Walla Walla Valley (WA),Columbia Valley,Bordeaux-style Red Blend,àMaurice
12543,US,"The name of this wine means “pure” in vintner John Zahoudanis' native Greek language, and it shows, with aromas of fresh-pressed blueberries, blackberries and black slate. It's lean, bright and fresh once sipped too, with white pepper, thyme and white sage herbals.",Agno Estate,92,42.0,California,Santa Ynez Valley,Central Coast,Mourvèdre,Demetria
12544,Italy,"A blend of Petit Verdot and Cabernet Franc, this structured wine opens with aromas of dried blue flower, leather, game, graphite, mature black fruit and baking spice. On the palate, velvety tannins support ripe blueberry, spicy plum and licorice. Drink through 2023.",,92,170.0,Tuscany,Toscana,,Red Blend,Campo alla Sughera
12545,France,"With the right intensity for a premier cru, this is a rich, lightly toasty wine. It has layers of chalky, mineral texture along with dense fruits and a sense of structure and potential. Drink from 2017.",Domaine Drouhin-Vaudon Sécher Premier Cru,92,40.0,Burgundy,Chablis,,Chardonnay,Joseph Drouhin
12546,Italy,"Violet, iris, leather, tobacco, vanilla and savory herb aromas lead the nose on this full-bodied wine. The structured palate delivers juicy morello cherry, crushed black cherry, anisette, black pepper and tobacco. It's brightened by firm acidity while bracing tannins provide support. It finishes on a licorice note. Give this time to unwind and develop complexity. Drink 2018–2025.",Gran Selezione,92,100.0,Tuscany,Chianti Classico,,Sangiovese,Castello di Radda
12547,Italy,"Aromas of Mediterranean herb, balsam, eucalyptus and dark berry lead the nose. The firm, elegant palate delivers juicy black cherry, dried blackberry, black pepper, clove, thyme, orange peel and anisette alongside youthfully austere but fine-grained tannins. Let this wine develop. Drink 2017–2022.",Bruciagna Gran Selezione,92,40.0,Tuscany,Chianti Classico,,Sangiovese,Castello La Leccia
12548,US,"Just smelling this wine—a blend of 81% Cabernet Sauvignon, 15% Syrah and 4% Malbec—it's clear that someone gave it a lot of love and care. It offers nuanced aromas of dark coffee, dark chocolate, toasty spices and cherry. The flavors are sweet and ripe yet also well balanced, leading to a stretched-out finish.",Chapter 5,92,100.0,Washington,Columbia Valley (WA),Columbia Valley,Red Blend,J. Bookwalter
12549,US,"This wine is a blend of 63% Cabernet Sauvignon, 32% Merlot and 5% Syrah. It offers roasty-toasty aromas of dark coffee, bittersweet chocolate, char and cherry. The palate is appealing and silky in texture, showing elegant styling but with a lot of flavor intensity, followed by a lengthy finish. It's a pleasing mix of grace and power, barrel and fruit.",Conflict Conner-Lee Vineyard,92,60.0,Washington,Columbia Valley (WA),Columbia Valley,Red Blend,J. Bookwalter
12550,Austria,"Distant woodsmoke, ripe blueberry and notions of amarena cherry create an aromatic opening. The palate is toned and has an enticing, fresh-faced but sophisticated red cherry fruitiness in a taut structure. While this wine is concentrated, it also shows poise and a light-footedness. Elegance, aroma and finesse—all in one sip.",,92,20.0,Eisenberg,,,Blaufränkisch,Jalits
12551,New Zealand,"This elegant wine shows why the Waitaki Valley is an up-and-coming region. The fruit is ripe and cherry-laden, yet there's also earthy, mushroomy depth, imparting a strong savory element. Weight and richness combine with silkiness and length. Drink now–2018.",,92,,Waitaki Valley,,,Pinot Noir,John Forrest Collection
12552,US,"Brian Loring's bottling does this excellent vineyard justice, offering aromas of pear, apple and white peach laced together with buttercream and crushed vanilla. The palate offers buttered nectarines at first, and then unwinds into bright acidity and a line of chalkiness.",Rosella's Vineyard,92,40.0,California,Santa Lucia Highlands,Central Coast,Chardonnay,Loring Wine Company
12553,US,"Blueberries and purple fruits get distinct seasoning from maple syrup, licorice, crushed Italian herbs and minerality in this wine from the underappreciated Cuyama Valley. The palate is quite wound up, with blueberry, black lava rocks and unrelenting herb flavors just poking out. This will unwind very nicely, so drink 2018–2028.",Santa Barbara Highlands Vineyard,92,35.0,California,Santa Barbara County,Central Coast,Cabernet Sauvignon,Nadia
12554,US,"Unlike any other Merlots in the region, this fascinating low-alcohol tribute to a northern Italian style shows oregano, thyme, parsley, rainbow peppercorns, dried purple flowers and a seductive hint of green pepper on the elegantly layered nose. The flavors reflects the nuanced nose, with crushed peppers, just-ripe blackberry, iodine and a touch of greenness.",Honea Vineyard,92,53.0,California,Santa Ynez Valley,Central Coast,Merlot,Palmina
12555,US,"Having spent only 12 months in barrel, this vintage of the producer's Claret is 55% Cabernet Sauvignon with 34% Merlot, 4% Malbec, 3% Syrah, 2% Cabernet Franc and 2% Petit Verdot. It opens in exotic floral and spice, with a juicy midpalate around soft, rounded tannins and smoothly integrated oak. It provides extraordinary value for the quality.",,92,40.0,California,Napa Valley,Napa,Claret,Ramey
12556,France,"This powerful, dense wine has a good, long journey to travel. The 20% wood aging has given a surprising amount of toastiness to the black plum fruit and intense acidity. It needs to age, so drink from 2020.",Vieilles Vignes,92,75.0,Burgundy,Gevrey-Chambertin,,Pinot Noir,Roche de Bellene
12557,US,"Hailing mostly from renowned Les Collines (44%) and Lewis (41%) vineyards and rounded out by up-and-comer Stoney Vine, this wine isn't fully ready to reveal its aromatic charms. Notes of dried herb, green olive, licorice, earth and boysenberry are out in front of brooding blue and red fruit. The flavors, however, are in full bloom, with palate-coating, focused and almost creamy cherry and plum notes that persist on the finish.",Levitation,92,45.0,Washington,Columbia Valley (WA),Columbia Valley,Syrah,Sleight of Hand
12558,Austria,"Heady notes of freshly milled white pepper meet with smoky blueberries on the nose. The white pepper theme deliciously also pervades the concentrated but svelte palate. This is unmistakeably classy and sleek. There is an exciting, enlivening energy at the core of this wine; you want to sip more just to get to the bottom of it.",Königsberg,92,19.0,Burgenland,,,Blaufränkisch,Uwe Schiefer
12559,Argentina,"This fruit-driven, minerally Malbec hails from the Altamira section of Mendoza's Uco Valley. Blueberry, cassis and stony aromas feed into a deep, pure palate with plenty to offer. Flavors of cassis, blackberry, peppercorn and exotic spices finish with moderate tannins and flavors of fig and black pepper. Drink through 2019.",Finca Piedra Infinita,92,120.0,Mendoza Province,Mendoza,,Malbec,Zuccardi
12560,New Zealand,"This looks to be reasonably long-lived, as it's firm but fine. Cherries, mushrooms and toasty oak mingle easily around a backbone of silky tannins and crisp acids. Drink 2016–2022.",,92,,Martinborough,,,Pinot Noir,Alana Estate
12561,US,"This winery has shown a knack with Malbec and it continues on its young estate project. Aromas of herbs, tobacco, red plum and clove are fresh and appealing. The palate is lush, textured, concentrated and flavorful with a spice-filled finish that keeps you coming back for more. Expect this wine to drink well through 2030.",Amparo Estate,92,47.0,Washington,Walla Walla Valley (WA),Columbia Valley,Malbec,àMaurice
12562,US,"This cool-vintage wine saw just 10% new oak, putting the fruit front and center with aromas of smoke, freshly ground black pepper and whiffs of bacon fat. It's supple and lithe in feel, showing purity and detail in a style that is all about elegance.",Boushey Vineyard,92,38.0,Washington,Yakima Valley,Columbia Valley,Syrah,àMaurice
12563,France,"Bright and fruity, this crisp and fresh wine is full of lively red currants and berries cut with acidity and a tangy, orange peel texture. This is a great summer rosé.",Premium,92,23.0,Provence,Côtes de Provence,,Rosé,Château Roubine
12564,US,"Perhaps Temecula's future is in Super Tuscans. This balanced blend of 50% Sangiovese, 21% Cabernet Sauvignon, 20% Merlot and 9% Cabernet Franc offers a complex nose of cranberry, pomegranate, pencil lead and chocolate sauce. Flavors of hot brick, white pepper, raspberry and stewed mushrooms rock the palate.",Amante,92,43.0,California,Temecula Valley,South Coast,Red Blend,Falkner
12565,US,"From a great vineyard under the precise care of grower extraordinaire Ulises Valdez, this wine offers layers of spicy red cherry and berry fruit around lovely waves of soft, supple tannins. The finish continues the theme, balanced in acidity, a freshness of fruit and lingering cola spice.",UV Lancel Creek Vineyard,92,45.0,California,Russian River Valley,Sonoma,Pinot Noir,Friedeman
12566,Italy,"Made with 80% Malvasia-Trebbiano and 20% Sangiovese, this amber-colored nectar reveals aromas of dried stone fruit, hazelnut and a whiff of clove. The rich but balanced palate delivers mature apricot, toasted hazelnut and citrus zest brightened by just enough fresh acidity. Pair this with classic Tuscan almond cookies. Wine Warehouse, Polaner Selections.",,91,52.0,Tuscany,Vin Santo del Chianti Classico,,White Blend,Felsina
12567,New Zealand,"The 2012 vintage was a cool one in Marlborough and this wine does show hints of tomato-like herbs. But it also has ripe, supple tannins, crisp, bright fruit flavors of pomegranate and pie cherry, with a long, silky finish. While approachable now, it should drink well through at least 2022.",Single Vineyard Selection Waihopai,91,90.0,Marlborough,,,Pinot Noir,Giesen
12568,South Africa,"This classic, iconic Pinotage opens with dense aromas of pressed purple violets, forest berries, raspberry sauce and fudge brownie. The lush and decadent palate offers more of the same, with a crushed velvet texture and final notes of licorice and toasted spice that linger long. It's delicious now, but should hold well through 2022.",Estate Wine,91,40.0,Simonsberg-Stellenbosch,,,Pinotage,Kanonkop
12569,South Africa,"This is a young, fresh and very attractive Chardonnay, brimming with aromas and flavors of wood-grilled apple, honeydew, Honeycomb cereal, buttered popcorn and toasted oak. The palate is round and full, yet with ample acidity, citrus flavor and a mineral streak that all provides lift and character to the close. Drink 2016–2020.",Lesca,91,24.0,Robertson,,,Chardonnay,De Wetshof
12570,France,It's an evocative name and that's what Provence rosé is about. The wine works well to fulfill that dream with its bright fruit and easy quaffable character. It has just a touch of spice to add an edge to the bright fruits. Drink now.,Summer Dreams,87,17.0,Provence,Côtes de Provence,,Rosé,Château Sainte-Béatrice
12571,Italy,"Spanish broom, acacia and nut aromas lead the nose. They follow through to the straightforward, enjoyable palate, along with peach and tangy tangerine notes.",,87,16.0,Northeastern Italy,Collio,,Friulano,Collavini
12572,France,This is an attractive blend with 20% Gros Manseng to give some richness to the herbal character of the Colombard and Sauvignon Blanc. There are pear and apricot flavors as well as the crisp green and citrus fruits. Drink this refreshing wine now.,L'Eclat,87,10.0,Southwest France,Côtes de Gascogne,,White Blend,Domaine de Joÿ
12573,France,"The name is a reference to the youngest member of the family, obviously a lively kid. The wine is pretty lively as well with plenty of bright acidity, crisp red fruits and just a touch of caramel. Drink now.",Le Petit Diable,87,25.0,Provence,Côtes de Provence,,Rosé,Domaine des Diables
12574,France,"This is a round full style of rosé. As a result, it is also soft and rich. The balance between the ripe strawberry fruits and the crisper acidity is just right. Drink this wine now.",,87,13.0,Provence,Côtes de Provence La Londe,,Rosé,Domaine des Fouques
12575,France,"This is a ripe style of Sauvignon Blanc with a warm soft character. The lightest hints of a herbal flavor are filled out with apple and white peach. Clean and with great fruitiness, the wine is ready to drink.",,87,14.0,Southwest France,Côtes de Gascogne,,Sauvignon Blanc,Domaine du Tariquet
12576,Austria,"This wine's nose promises fleshy, ripe, red cherry fruit, and its palate delivers, with ample juiciness and uncomplicated freshness. This is made for summer and will do very well when chilled with its light body and fresh cherry notes.",Pure,87,15.0,Burgenland,,,Zweigelt,Artisan Wines DI Franz Scheider
12577,Italy,"Spring blossom and white stone fruit aromas delicately set the tone for this wine. On the straightforward palate, fresh acidity underscores ripe pear and yellow apple flavors while a hint of almond signals the close.",Vicario,87,10.0,Veneto,Soave Classico,,Garganega,Cantina di Monteforte
12578,France,"In an interesting homage to the Gaillac region, this Fronton producer has made a 100% Braucol from its estate near Toulouse. It is a structured wine, although the main characters are piercing red fruits and delicious acidity. This is a wine to drink young from early 2018.",,87,12.0,Southwest France,,,Braucol,Château Coutinel
12579,US,"This wine comes off as quite green, with notes of assorted garden herbs, freshly cut bell pepper and moist soil. The black-fruit flavors are plush in feel, showing concentration and richness and a pleasing feel. If you can get around the overt greenness—and there's plenty of it—there are things to enjoy.",The Queen,87,26.0,Washington,Columbia Valley (WA),Columbia Valley,Cabernet Franc,Dusty Cellars
12580,US,"Vibrant tangerine and red-apple flavors are concentrated and fresh on the nose and palate of this barrel-fermented Chardonnay. On the palate, it's a silky and textured wine that builds lusciously in body. Warming notes of vanilla, spice and just a touch of canned creamed corn linger on the finish.",Barrel Fermented,87,19.0,New York,Finger Lakes,Finger Lakes,Chardonnay,Hazlitt 1852 Vineyards
12581,US,"The plum, herb and spice aromas are followed by ever so slightly dried-out-seeming cherry flavors. There's enjoyment to be had, but it seems slightly more evolved than its age indicates.",,87,30.0,Washington,Red Mountain,Columbia Valley,Merlot,Hightower
12582,Austria,"Cinnamon scents and a touch of reduction signal just how fresh this wine is. The ripeness of 2015 is well controlled here, its freshness preserved. Funkiness on the palate provides additional interest.",,87,,Burgenland,,,Zweigelt,Judith Beck
12583,Austria,"Lemon zest, earth and citrus pith appear on nose and palate. This is fresh, easy, dry and slender with a pithy core of fruit. Drink soon.",Pennäcker,87,22.0,Niederösterreich,,,Riesling,Kohl
12584,Italy,"Toasted bread crust, pressed yellow flower and yellow stone fruit aromas lead the way while the linear, slightly lean palate offers yellow apple skin and citrus notes. Bright acidity lends freshness while bitter almond colors the finish.",,87,20.0,Northeastern Italy,Collio,,Friulano,La Rajade
12585,US,"Crushed stone and dried clay notes lend a distinctly earthen character to this dry light-bodied Riesling. Pressed apple and pear flavors on the palate are freshened by squirts of lime, lemon and a tart green-plum finish. The finish is long and lingering.",Dry,87,15.0,New York,Finger Lakes,Finger Lakes,Riesling,Lamoreaux Landing
12586,US,"A lightly spicy wine, this mixes rather thin red-currant and raspberry flavors. It's pleasantly juicy, clean and fruity, with a quickly fading finish.",Thea's Selection,87,30.0,Oregon,Willamette Valley,Willamette Valley,Pinot Noir,Lemelson
12587,France,"In an effort to persuade us that rosé is not just for the summer, this is a wine ostensibly for winter. In fact, name aside, it could be consumed this summer as well. It is fruity, with a touch of minerality and is ready to drink now.",Grain de Glace Le Rosé d'Hiver,87,16.0,Provence,Côtes de Provence,,Rosé,Les Maîtres Vignerons de la Presqu'île de Saint-Tropez
12588,US,"Aromas of pear, citrus peel and fresh flower lead to a dry broad feeling palate. It shows warmth on the finish.",Tahija Dry,87,14.0,Washington,Columbia Valley (WA),Columbia Valley,Riesling,Liberty Lake
12589,Italy,"This opens with tobacco, ripe black plum and vanilla aromas. The dense palate offers prune, mocha and toasted oak flavors, with assertive tannins that leave an astringent finish. Drink through 2018.",Campi Taurasini Eremo San Quirico,87,55.0,Southern Italy,Irpinia,,Aglianico,Nativ
12590,Spain,"Heavy oak, asphalt, chocolate and slightly weedy berry aromas open this blend of Garnacha Tintorera, Monastrell and Syrah. In the mouth, rubbery tannins create astringency. Fully oaked, spicy berry flavors include vanilla and clove notes, while an oak-dominated finish tastes creamy and herbal.",Falcata Crianza,87,16.0,Levante,Valencia,,Red Blend,Pago Casa Gran
12591,Spain,"Flowery aromas suggest air freshener. This feels plump, round and oily. Salty orange flavors are just ripe enough to be good, while this pushes the limits of brininess on a finish that offers a taste of the ocean.",,87,19.0,Galicia,Rías Baixas,,Albariño,Pazo Pondal
12592,US,"This is the winery's most straight-forward pink, showing red plum, peach, light mulberry and steel aromas. It's all tension upon first sip, but then waves of ripe plum, citrus and brown spice overtake the palate.",Willow Creek Farm Rosé of,87,32.0,California,Paso Robles,Central Coast,Grenache,Proulx
12593,Argentina,Lightly herbal berry and plum aromas are uncomplicated. A medium-full palate tastes of generic berry fruits and plum. Rubbery tannins make for a tight drawing finish.,Reserva,87,13.0,Mendoza Province,Uco Valley,,Malbec,Santa Julia
12594,Italy,"Alluring graphite, apricot and flint aromas jump out of the glass, but the rounded palate is less expressive, evoking mature yellow peach, dried herb and grapefruit. A bitter, nutty note marks the close.",,87,26.0,Northeastern Italy,Collio,,Friulano,Schiopetto
