id,country,description,designation,points,price,province,region_1,region_2,variety,winery
75007,Portugal,"Smooth and soft with strawberry and dried-fruit flavors, this is a dry rosé with plenty of ripe fruit to balance the acidity on the palate. The aftertaste is fresh and delicate.",Portada Winemaker's Selection,85,7.0,Lisboa,,,Rosé,DFJ Vinhos
75008,US,"You could drink this easy Moscato with fish, chicken, even pork, but it's sweet enough to classify as a dessert wine. It shows flavors of honey, apricots, tangerines and limes.",,85,10.0,California,California,California Other,Moscato,Discoveries
75009,Spain,"Melon, pear, apple and mild sulfuric aromas lead to a palate with an acidic center. Apple, lime and pith flavors are what you get. This tastes and smells good; it's also bubbly and aggressive in feel.",Cristalino Brut,85,10.0,Catalonia,Cava,,Sparkling Blend,Jaume Serra
75010,US,"This is a sound wine, especially for the price. It's brisk in acidity, with ripe pineapple, lime and orange flavors that finish clean.",Reserve,85,8.0,California,California,California Other,Sauvignon Blanc,Oak Grove
75011,US,"This is a lean and crisp Sauvignon Blanc exhibiting apricot and fig notes, and just a bite of lemon sourness on the finish.",Mio Vigneto,85,18.0,California,Lodi,Central Valley,Sauvignon Blanc,Pat Paulsen Vineyards
75012,Portugal,"This is a fruity wine with pear and bitter-almond flavors. It is clean, fresh, and light in style, with acidity that complements the riper fruit character on the finish.",Sparkling Brut,85,16.0,Tejo,,,Arinto,Quinta da Lapa
75013,US,"This opens with an unusual mix of watermelon, strawberry, light herbs and a buttery mouthfeel. It's on the lighter, more delicate side, with a thin finish. But fine for accompanying lighter fare, or simply sipping.",,85,30.0,Oregon,Willamette Valley,Willamette Valley,Pinot Noir,Samuel Robert
75014,Italy,"This wine is loaded with aromas of new oak, coffee and toasted walnut. The palate is dominated by oak, chocolate and vanilla, with secondary prune and plum flavors. It finishes with astringent wood tannins.",Poggio Stella,85,24.0,Tuscany,Vino Nobile di Montepulciano,,Red Blend,Vecchia Cantina di Montepulciano
75015,Czech Republic,"Smoke and struck-flint notes add a dark tone to this savory, herb-inflected white wine. The palate is round and rich, and finishes with a reverberating hint of salt and bitter lemon rind.",,85,25.0,Moravia,,,Welschriesling,Vino z Czech
75016,US,"This would seem to reflect a fairly significant stylistic shift from previous vintages. Here the influence of malolactic fermentation yields a soft, buttery wine with aromas of microwave popcorn. This is a winemaker choice, but yields a Pinot Gris that has lost much of its typical pear and apple fruit, and carries some bitterness in the finish.",Renovação Estate,85,20.0,Oregon,Willamette Valley,Willamette Valley,Pinot Gris,Coelho
75017,Italy,"This shows delicate floral aromas along with dominant bell pepper and sawdust sensations. The palate is dominated by oaky flavors of roasted coffee beans and espresso, giving the wine an anonymous personality and style.",,85,15.0,Tuscany,Chianti Classico,,Red Blend,Fattoria di Montecchio
75018,Portugal,"A fruity, lightly tannic wine, this has ripe berry-fruit flavors and a soft texture. Smooth and light, it's a fresh style of wine, easy on the red fruits and with a spicy aftertaste. Screwcap.",Coreto Tinto,85,6.0,Lisboa,,,Portuguese Red,DFJ Vinhos
75019,Argentina,"Popcorn is the overriding characteristic on this oaky Chardonnay. On the nose, it's movie popcorn with toast and baked apple. In the mouth, it's more popcorn along with buttered toast, salt and baked white-fruit flavors. And on the finish, there's woody flavors, toast and you guessed it, more popcorn.",de Uco,85,20.0,Mendoza Province,Uco Valley,,Chardonnay,DiamAndes
75020,US,"Made up of equal parts Syrah and Mourvèdre with the balance Grenache, this has notes of burnt embers and smoked meat. Though only 20% new oak, the wood still seems at the fore with notes of sawdust and toast that distract.",Misceo Syrah-Mourvèdre-Grenache Folin Vineyards,85,34.0,Oregon,Rogue Valley,Southern Oregon,Red Blend,Folin Cellars
75021,France,"Very soft wine, with honeyed apples and light acidity. The wine is already showing signs of maturity, with an opulent texture and only a hint of perfumed acidity.",Rittersberg,85,17.0,Alsace,Alsace,,Pinot Gris,Frey-Sohler
75022,Italy,"This shows underbrush aromas of tobacco leaf and mushroom. The palate is disjointed, with ripe black fruit, green tannins and rustic notes of barnyard.",La Casaccia,85,20.0,Tuscany,Chianti Classico,,Sangiovese,Franzinelli Socini Guelfi
75023,US,"This Merlot doesn't pretend to be anything but what it is, a sound, everyday wine for drinking now with everything from burgers to burritos. It's medium-bodied and slightly sweet in cherries and cola.",Black Dog Series,85,20.0,California,Napa Valley,Napa,Merlot,Hill Wine Company
75024,US,"Good, crisp acidity makes this wine bright and clean in the mouth, and it's fundamentally dry. It's also one-dimensional with lemon, lime and grapefruit flavors, with a strong note of green, grassy gooseberry.",Black Dog Series,85,18.0,California,Napa Valley,Napa,Sauvignon Blanc,Hill Wine Company
75025,Italy,"From a very hot and difficult vintage, this Chianti Classico has unusual aromas of dill, thyme and toasted oak that carry over to the palate. It's already evolved with a short finish.",,85,32.0,Tuscany,Chianti Classico,,Red Blend,Vignavecchia
75026,France,"Soft, almond and ripe fruit flavored wine. It is rounded, missing the real tang of a good Crémant but still a fruity, fresh and flowery apéritif wine.",Prestige Brut,85,17.0,Alsace,Crémant d'Alsace,,Sparkling Blend,Willm
75027,Portugal,"Crisp. dry and fruity, this wine has a light touch of citrus and fresh acidity. Fruity with a slight sparkle, it's an ideal apéritif.",Azul Portugal Escolha,85,11.0,Vinho Verde,,,Portuguese White,Wines & Winemakers
75028,Argentina,"There's no denying the fact that this smells stalky and burnt, with leathery fruit aromas. In the mouth, it's choppy, with scratchy acidity leading to a loud flavor profile with stalky berry, raisin and stewed flavors. Heat and additional roasted notes drive the finish on this Malbec.",Estate,85,29.0,Mendoza Province,Mendoza,,Malbec,Alpamanta
75029,US,"With white sugar, honey, apricot, orange and lime flavors, this will appeal to your sweet tooth. It has just enough acidity for balance.",,85,10.0,California,California,California Other,Moscato,Lost Angel
75030,Portugal,"Full-bodied and ripe, this is a rich, generous wine that shows complexity as well as subtle fruitiness. A blend of Viosinho and Verdelho, it's full of tropical fruit flavors, with ample weight and concentration. Spicy accents, a dense texture and a fine, long-lasting finish are all part of this stylish wine.",Andreza Branco,90,18.0,Douro,,,Portuguese White,Wines & Winemakers
75031,US,"For whatever the reason, this winery's Bordeaux reds, including Merlot, have shown tremendous improvement over the last few years. This Merlot is soft, sensual and lovely, with cherry pie, red currant, violet, mocha and new French oak flavors. Easy to drink now with robust grilled meats or stews.",,90,30.0,California,Sonoma Valley,Sonoma,Merlot,Gundlach Bundschu
75032,Italy,"Made from the native Aglianico, this rosé sparkler is a sheer delight. It has a lovely fragrance of cherry and hints of nut and baked bread. The refreshing palate delivers additional cherry notes, pastry cream and a hint of walnut.",Dubl Rosé,90,43.0,Southern Italy,Campania,,Aglianico,Feudi di San Gregorio
75033,France,"A ripe, soft, generous wine, laden with blackberry fruits as well as spice from wood aging. Rich and full-bodied, it has power and concentration from dark tannins as well as the ripe, opulent black fruits of the vintage. Drink from 2014.",,90,25.0,Bordeaux,Lalande de Pomerol,,Bordeaux-style Red Blend,Château Siaurac
75034,France,"With strong new wood aromas, this concentrated wine shows vanilla as well as black-fruit flavors. Acidity cuts the richness, giving shape to wine and focusing on the balance. With firm tannins in the background, it needs several years. Drink from 2016.",,90,25.0,Bordeaux,Graves,,Bordeaux-style Red Blend,Château Haut Selve
75035,US,"This is the finest of the winery's three new rosés, and kudos to them for specializing in blush. The vineyard is in the Green Valley, and the wine shows long hangtime raspberry and cherry fruit, brightened with crisp acidity. It all leads to a dry, spicy finish, and the alcohol is a refreshingly low 13.2% by volume.",Dellinger Vineyard Rosé of Pinot Noir,90,25.0,California,Russian River Valley,Sonoma,Rosé,Ousterhout
75036,Germany,"Amber in color, this eiswein boasts a rich, caramelized palate full of sweet pastry, honey and baked-apple flavors. Hints of pollen and wax, along with a burst of intense orange-like acidity, add complexity to this intensely ripe, yet delicately textured wine.",Eiswein,90,250.0,Rheingau,,,Riesling,Schloss Vollrads
75037,France,"As labeled, this zero-dosage wine is bone dry. But because Vincent Couche has vineyards in the warm, southern region of Champagne, even his very dry wines have a richness and surprising softness. This crisp wine is also rounded, with a touch of toast from bottle age adding complexity.",Dosage Zéro,90,48.0,Champagne,Champagne,,Champagne Blend,Vincent Couche
75038,US,"This blend of Roussanne, Grenache Blanc and Viognier is, in a word, wonderful. While it's dry and crisp, with a minerally edge, it's fantastically ripe with oranges, apricots, peaches, limes and honey. So delicious, you just want to drink the whole bottle.",Z Blanc Estate Grown and Bottled,90,20.0,California,Santa Ynez Valley,Central Coast,Rhône-style White Blend,Zaca Mesa
75039,France,"Initially austere in the mouth, this is a serious and complex wine. It has firm tannins, layers of blackberry fruits and acidity along with a strong feeling of wood aging. Powerful and with good depth, it's a wine that needs age. Drink from 2017.",,90,40.0,Bordeaux,Fronsac,,Bordeaux-style Red Blend,Château les Roches de Ferrand
75040,France,"An elegant wine that has some maturity, even though the tannins are still firm. It shows considerable fresh acidity, giving a fresh feel to the black currant fruits. Light spiciness adds extra interest. It's ready to drink now and until 2022.",,90,66.0,Bordeaux,Pomerol,,Bordeaux-style Red Blend,Château Vray Croix de Gay
75041,US,"Chandon's smaller production sparkler, the étoile Brut is 52% Chardonnay, 37% Pinot Noir and 11% Pinot Meunier, with most of the grapes grown in Napa and Sonoma though the wine is given a North Coast label. It has a toastiness akin to creme brûlée, a bite of yellow cider apple and almond that's quite savory and a medium finish.",étoile Brut,90,40.0,California,North Coast,North Coast,Sparkling Blend,Domaine Chandon
75042,US,"This is a solid, slightly earthy wine of medium concentration. The black cherry core is framed with dried herb, dark chocolate, and a dusting of coffee grounds. In the context of the vintage, it seems to have a bit more heft and power than most of the other Adelsheim single vineyard Pinots.",Calkins Lane Vineyard,90,68.0,Oregon,Chehalem Mountains,Willamette Valley,Pinot Noir,Adelsheim
75043,US,"Sourced entirely from the Carabella vineyard, this offers a pleasing blend of citrus, pineapple and pear fruit, with a backing of honey-laced lemon tea. It's delicious and ready to drink.",,90,28.0,Oregon,Willamette Valley,Willamette Valley,Chardonnay,Alchemist
75044,Italy,"This wine has a layered fragrance of beeswax, acacia flower and smoke. The palate offers apricot, tropical fruit and bread crust and a hint of honey. It's elegant, but also has the structure to accompany most entrees as well as cured meats and cheese.",Riserva Extra Brut Quintessence,90,40.0,Lombardy,Franciacorta,,Sparkling Blend,Antica Fratta
75045,Italy,"This classic sparkling wine has aromas of pears and white flowers plus an intriguing whiff of smoke. The palate delivers creamy peach and apricot flavors, along with hints of walnut and just-baked bread. It finishes dry, with notes of toasted oak.",Cuvée Brut,90,30.0,Lombardy,Franciacorta,,Sparkling Blend,Bellavista
75046,US,"This is as good a Pinot Gris as this producer has ever made. Apples and stone fruits contribute a fleshy, flavorful mid-palate. Peppery spice and a hint of brioche add complexity and interest. The wine is perfectly balanced and ready to drink immediately.",,90,17.0,Oregon,Willamette Valley,Willamette Valley,Pinot Gris,Benton-Lane
75047,Italy,"Cuvée Prestige has a fragrance of toasted bread crust, apple and pear. The creamy palate has a great depth of flavors: Golden Delicious apple, lemon drop, honey and pastry. The wine finishes on an almond note.",Cuvée Prestige,90,40.0,Lombardy,Franciacorta,,Sparkling Blend,Ca' del Bosco
75048,Italy,"This elegant sparkling wine, made from Pinot Nero with no dosage, has a heady fragrance of berry, acacia flower and spice. The crisp and refreshing palate delivers white peach, white cherry, mineral notes and a toasted almond finish.",Tridentum Dosaggio Zero,90,39.0,Northeastern Italy,Trento,,Pinot Nero,Cesarini Sforza
75049,US,"A light, ethereal wine akin to Gamay Noir, made in an easy-to-consume-often style, with beautiful aromatics of just-ripe cherry and raspberry and a rose garden in bloom. Juicy and soft, the wine is balanced and appealing in every way and makes for a fun introduction to a rare grape in California.",,90,24.0,California,Solano County Green Valley,North Coast,Valdiguié,Broc Cellars
75050,France,"A rare Champagne made only from red grapes, this dry wine is marked by an intense acidity that needs time to soften. At the moment, lemon flavor dominates, but with time, the crispness of fruit should round out. It's a wine that should age for many years. Drink from 2015.",Cuvée Garance Blanc de Rouges Brut Millesimé,90,,Champagne,Champagne,,Champagne Blend,Thiénot
75051,France,"This is a beautiful, full rosé that is rich and shows a fine balance between acidity and fruitiness. This bottling is also mature with toastiness coming through, giving a softer, rounder character. There is weight, and great acidity on the finish.",Brut Rosé,90,65.0,Champagne,Champagne,,Champagne Blend,Veuve Clicquot Ponsardin
75052,Portugal,"A big, ripe and spicy wine that is full of red fruit notes and gentle tannins. It is open and accessible, its fruit juiciness already a pleasure to taste. There is fresh acidity on the finish. Drink now through 2019.",Companhia das Lezírias Catapereiro Escolha,90,15.0,Tejo,,,Portuguese Red,Wines & Winemakers
75053,Italy,"This beautiful Italian sparkling wine offers a floral fragrance of Spanish broom, acacia and a hint of lemon zest. The silky, frothy palate delivers white peach, citrus, apple and toasted almond notes.",Millesimato Saten Brut,90,26.0,Lombardy,Franciacorta,,Chardonnay,Monzio Compagnoni
75054,France,"Very tight and crisp, this is an intensely dry wine with pristine citrus and apple-skin aromas and flavors. A steely, nervy, mineral character lends the wine a distinct ageability. Drink now–2022.",Extra Brut Grande Tradition,90,80.0,Champagne,Champagne,,Champagne Blend,Jeaunaux-Robin
75055,France,"This is a full and creamy wine, with an abundance of fruit flavors. Notes of white pear and apricot are portrayed in this ripe and warm feeling wine. The acidity and mandarine zest notes provide crispness and structure. Drink from 2014.",,90,25.0,Provence,Bandol,,Provence white blend,La Bastide Blanche
75056,France,"Extra brut means that this Champagne is drier than most brut wines, while not totally dry as in brut zéro. This Extra Brut shows remarkable crispness, but also some ripeness with its apple and grapefruit flavors. It's one of those Champagnes that needs time to breathe, so open 30 minutes before you want to drink it—the bubbles won't disappear.",Grand Cru Extra Brut,90,,Champagne,Champagne,,Champagne Blend,Lamiable
75057,Italy,"This alluring rosé sparkler has a heady fragrance of wild flowers and pressed, white roses. The palate is focused and precise, delivering creamy strawberry, white cherry and pink grapefruit flavors, along with a fine perlage.",Rosé Millesimato,90,41.0,Lombardy,Franciacorta,,Sparkling Blend,Le Marchesine
75058,Italy,"This lovely brut offers a fragrance of white peach, almond and acacia flower. The palate delivers apple and citrus flavors, along with a note of bread crust. The wine is fresh and creamy with a dry finish of roasted walnut.",Brut,90,32.0,Lombardy,Franciacorta,,Sparkling Blend,Le Marchesine
75059,France,"Deliciously crisp and dry, this is a forward and fruity rosé, made from Pinot Noir, with a particularly fine depth of flavor. It has a ripe wild-strawberry character along with citrus freshness and a tight mineral structure. It can be drunk now, but should also improve over the next few months.",Premier Cru Brut Rosé,90,45.0,Champagne,Champagne,,Pinot Noir,Lelarge-Pugeot
75060,Italy,"Thanks to the super tight and astringent tannins that are present in the Sagrantino grape, you'll want to pair this Umbrian red with succulent steak or a thick slab of aged pecorino. Powerful and bold, it delivers hearty aromas of exotic spice and dark fruit followed by rock-firm structure.",,90,50.0,Central Italy,Montefalco Sagrantino,,Sagrantino,Perticaia
75061,Germany,"The “**” designation on this wine indicates the exceptional selection process used to pick intensely ripe, late-harvest grapes for this Auslese. Just a hint off dry, it's exceptionally full bodied with a rich, minerally palate accented by flecks of sweet stonefruit and honey. Brisk acidity offsets the voluptuous mouthfeel.",Zeltinger Sonnenuhr Auslese** Off-Dry,90,70.0,Mosel,,,Riesling,Markus Molitor
75062,US,"The blend includes a hefty 22% Syrah, but the varietal stamp of the Mourvèdre shines through. Red plum, truffle and smoke are joined by a streak of vanilla. It's attention-getting and distinctive, dense and velvety. A wine to pair with wild game or smoked meats.",,90,28.0,Washington,Yakima Valley,Columbia Valley,Mourvèdre,McCrea Cellars
75063,US,"Tasted in early spring, this Chard was still tingly with acidity, but by the time you read this, everything should have calmed down. It's terrifically ripe with green apple, nectarine and tropical fruit flavors that are so rich, you won't even miss the oak.",Unoaked,90,37.0,California,Russian River Valley,Sonoma,Chardonnay,Williams Selyem
75064,France,"Light, fruity, very crisp in character, this is an apple and citrus driven wine as much as red fruits. There is an attractive, exotic touch of pomegranate fruits that add an extra dimension to this lively, fresh wine.",Château de Selle,89,46.0,Provence,Côtes de Provence,,Rosé,Domaines Ott
75065,US,"Failla reaches into this new appellation within Napa Valley for this vineyard-designated Chard. It's a little heavier and softer than the Chardonnays from Sonoma County usually associated with the winery. Very rich in tropical fruits and pears, while the oak is lavish in vanilla and buttered toast. Drink now.",Haynes Vineyard,89,58.0,California,Coombsville,Napa,Chardonnay,Failla
75066,France,"Complex and powerful, this wood-aged red has both elegance and density. Its black plum and blackberry fruits are spiced with an herbal character that gives an edge to the acidity in the aftertaste. Keep for 4–5 years.",Les Forts de Léoube,89,32.0,Provence,Côtes de Provence,,Rhône-style Red Blend,Château Léoube
75067,France,"One of the second wines of Château Ramage la Batisse, this is the better of the two. It shows ripe and juicy black fruits that push through the dense structure to promise a rich future. It's worth aging this wine for 3–5 years and more.",R de Ramage,89,,Bordeaux,Haut-Médoc,,Bordeaux-style Red Blend,Château Ramage la Batisse
75068,France,"Lively, crisp wine from an estate founded by the Knights Templar in the 13th century. It is full of delicious red fruits, light acidity and a nervy, mineral aftertaste.",,89,19.0,Provence,Coteaux d'Aix-en-Provence,,Rosé,Commanderie de la Bargemone
75069,US,"Pinots from this AVA have a bit of an herbal edge which, in good hands, can help to define and frame the cool climate fruit flavors. Here is a mix of plum and wild berry, the purple fruit set against balancing tannins that carry that hint of earth and heather.",Lumière,89,35.0,Oregon,Eola-Amity Hills,Willamette Valley,Pinot Noir,J. Christopher
75070,US,"Just under five years in age, this wine's Cabernet Sauvignon-dominant profile shows through its full-bodied mouthfeel, dense tannins and cassis flavor. It's a big, new-oaky wine that's forward with concentrated fruit through the finish. A bit of a show-off now, it should benefit from 5–6 years in the cellar.",Cuvée St. E,89,50.0,California,Paso Robles,Central Coast,Bordeaux-style Red Blend,J. Lohr
75071,Spain,"This wine is fresh as can be, with loads of friendly black-fruit aromas upfront. The palate is juicy and bright, not the least bit hard or tannic, with huge flavors of berry fruits, baking spices, chocolate and even some bacon. This delivers a lot for the price.",Honoro Vera,89,9.0,Northern Spain,Calatayud,,Garnacha,Bodegas Ateca
75072,US,"Incredibly rich and sweet with honey, apricot and orange flavors, this intense dessert wine is balanced with citrusy acidity. It's super-delicious, long and gooey sweet on the finish.",Vin de Paille Estate,89,65.0,California,Russian River Valley,Sonoma,Pinot Gris,Balletto
75073,Chile,"This relatively snappy SB reflects coastal Chile in a good, true way via minerally and citrusy aromas that include jalapeño notes. The palate is friendly but exact, with passion fruit, grapefruit and lime flavors. The minerally finish is sweeter and less acidic than in years past.",Gran Reserva Estate Bottled,89,16.0,Casablanca Valley,,,Sauvignon Blanc,Casas del Bosque
75074,Chile,"Wiry cherry and herbal aromas create a raw bouquet with controlled ruggedness. Things follow that track in the mouth, which feels snappy and acidic on the midpalate, while flavors of herbal plum and spicy currant take over. A solid finish with a good feel and fresh, herbal berry fruit flavors is good.",Alwa Limited Edition,89,35.0,Cachapoal Valley,,,Carmenère,Anakena
75075,Chile,"This is a broad, full-bodied Carmenère with leathery, foresty aromas as well as berry and cassis. The palate feels wide, grabby and hefty, while the flavors run toward meaty and toasty, with dark berry, herb and mildly bitter notes. On the finish, it overflows with heat, chocolate and peppery flavors.",Royale,89,26.0,Colchagua Valley,,,Carmenère,Koyle
75076,Italy,"Controluce (or “backlight” in Italian) boasts a cool cut-out label and equally pleasing quality on the inside of the bottle. Soft spice, blackberry and bright cherry make their mark and segue to a lush and soft texture in the mouth.",Controluce,89,30.0,Central Italy,Colli Bolognesi,,Red Blend,Manaresi
75077,US,"Sourced from the Dineen vineyard in the heart of the Yakima valley, this cool site in a cool vintage puts the emphasis on botanical aromatics and a  vivid, penetrating palate of citrus skin and flesh.",StevensDivio,89,21.0,Washington,Yakima Valley,Columbia Valley,Viognier,Stevens
75078,Italy,"This full and generous red wine from Umbria is aged 18 months in casks, 18 months in small barrel and 18 months in the bottle before its release. All this to soften the notoriously hard tannins of the Sagrantino grape. That firm structure is still very apparent and the wine ends with cherry, spice, and bold, super-ripe raspberry.",Colle Grimaldesco,89,55.0,Central Italy,Montefalco Sagrantino,,Sagrantino,Tabarrini
75079,US,"This is the least expensive McCrea Syrah, compiled from the same excellent sources as the higher end wines. It's a solid effort, with black fruits threaded with cedar, smoke, licorice and coffee liqueur. It was aged 32 months in 2–6 year old French oak.",,89,25.0,Washington,Yakima Valley,Columbia Valley,Syrah,McCrea Cellars
75080,Italy,"You can recognize the Sagrantino grape instantly, even when it is present in small quantities. This Montefalco Rosso is comprised of 70% Sangiovese, 15% Sagrantino and 15% Colorino and shows a dark color with rich berry and spice aromas. The fresh acidity would pair with pasta with cheese or cream.",,89,25.0,Central Italy,Montefalco Rosso,,Red Blend,Perticaia
75081,US,"Made from all six Bordeaux varieties, this estate grown blend only hits a few notes but hits them persistently and deliciously with milk chocolate, dried cherry, and herbs. It's soft and silky and lingers on the finish.",Claret,89,26.0,Oregon,Rogue Valley,Southern Oregon,Red Blend,RoxyAnn
75082,US,"Nearing four years of age, this Pinot is delicious to drink now. It's mellow and silky, with just enough acidity to give the raspberry and red currant flavors zest. This is Waterstone's most complete Pinot Noir in many years.",,89,22.0,California,Carneros,Napa-Sonoma,Pinot Noir,Waterstone
75083,Spain,"Tarry blackberry and plum aromas are good and lusty. This is a round, medium-bodied blend of Garnacha, Carignan and Syrah that's ripe but not overpowering. Flavors of berry and plum are red in nature and finish with spicy notes and a good feel.",,89,17.0,Catalonia,Montsant,,Red Blend,Zerran
75084,US,"De Villiers is one of Calera's newest vineyards, and whether it's a warmer site or simply comprised of showier clones, it's forward in raspberry and cherry jam flavors, with lots of sweet, caramelized oak. The finish is long and sweet in fruit, and the alcohol is well below 14% by volume.",de Villiers Vineyard,89,42.0,California,Mt. Harlan,Central Coast,Pinot Noir,Calera
75085,Spain,"For Toro, this is earthy and slightly herbal as opposed to ripe and jammy. Aromas of mulch, leather and herbal berry lead into a firm, rocky palate with rooty flavors of burnt leaves, black fruits and oregano. A tight, compact finish with moderate flavors is a bit closed and hard.",,89,28.0,Northern Spain,Toro,,Tinta de Toro,Elias Mora
75086,Chile,"Mellow aromas of baked apple, mild oak and toast are balanced and harmonious. This feels round and a little creamy but not thick or gooey. Soft flavors of honeyed peach, pineapple and banana are tropical as a whole, while the finish is solid, ripe and tropical tasting.",Max Reserva,89,20.0,Casablanca Valley,,,Chardonnay,Errazuriz
75087,US,"Soft and delicious, this is for drinking now, with a certain elegant fanciness. The blackberry, cherry, currant and oak flavors are complex and worth repeated sipping.",Winemaker's Blend,89,23.0,California,Napa County-Sonoma County,Napa-Sonoma,Cabernet Sauvignon,Ghost Pines
75088,France,"A deliciously crisp wine, the acidity streaking through the red berry fruits leaving a refreshing character that balances the touch of spice. Fresh, fruity and ready to drink.",La Caprice de Clémentine,89,,Provence,Côtes de Provence,,Rosé,Château les Valentines
75089,France,"A solid, structured wine, showing the fine tannins of the vintage along with ripe berry fruits. It has weight, acidity, without pushing the alcohol forward, remaining in balance. Age this wine for 3–4 years.",,89,20.0,Bordeaux,Lussac Saint-Émilion,,Bordeaux-style Red Blend,Château Bel-Air
75090,Spain,This basic wine opens with earthy red-berry aromas. The palate offers choppiness and green-leaning flavors of berry and tea. The finish is scratchy and hollow. An OK Garnacha on its best day.,Cátulo,82,12.0,Northern Spain,Navarra,,Garnacha,Bodegas la Casa de Lúcolo
75091,Spain,"Maderized aromas of applesauce and dust are not terribly welcoming. Meanwhile, the palate is mild and tastes nutty, like soft apples and spice. This is acceptable barrel-fermented Viura but it lacks freshness and character.",Conde de Valdemar Finca Alto Cantabria,82,15.0,Northern Spain,Rioja,,Viura,Bodegas Valdemar
75092,US,"On first sniff, a sweaty note is perceived, but it quickly is suppressed by the red cherry lozenge and macerated strawberry scents. Light- to medium-bodied, this lacks vibrancy and concentration on the midplate.",,82,19.0,Virginia,Virginia,,Rosé,Breaux
75093,US,"This Chardonnay offers broad, subtle scents of fresh oak and pear with a soft, fleshy palate. It finishes on a woody clove note.",,82,25.0,Virginia,Virginia,,Chardonnay,Doukénie
75094,US,"This is a disjointed Chard, with sweet-and-sour pineapple flavors and some funky, earthy notes. Lots of acidity, but lacks finesse.",,82,29.0,California,Santa Lucia Highlands,Central Coast,Chardonnay,Caraccioli
75095,US,"With its raisiny aroma that hits the nose first, this lacks desirable freshness. On the light- to medium-bodied palate, a strawberry note surfaces, which leads into the short-lived finish.",,82,14.0,Virginia,Monticello,,Rosé,Trump
75096,US,"There may be an interesting wine lurking in the dark shadows here, but the oak and alcohol are overpowering in ways that mask the plummy cinnamon within.",Estate,82,30.0,California,San Pasqual,South Coast,Sangiovese,Orfila
75097,Spain,"Pazo Señorans generally makes great wine, but this aged Albariño is past its prime. The nose is soft and smells mostly of toffee and vanilla, while the wine has a maderized tint and stalky, geriatric flavors of bland apple and oxidized citrus. This wine should have been drunk five years ago.",Selección de Añada,82,75.0,Galicia,Rías Baixas,,Albariño,Pazo de Señorans
75098,Spain,"This is a just-acceptable wine with latex, roasted berry and plastic-like aromas. It's heavy in the mouth, with jumbled, roasted flavors of rubbery fruit and forced oak.",Unus Old Vine,81,11.0,Northern Spain,Calatayud,,Garnacha,Agustín Cubero
75099,Spain,"Odd aromas of talcum powder and bath oils are fragrant but not very wine-like. This is flat on the palate, with very little cut and oily tasting flavors of ripe white fruits.",,81,10.0,Central Spain,Vino de la Tierra de Castilla,,Viura,Casa Solar
