id,country,description,designation,points,price,province,region_1,region_2,variety,winery
125040,France,"The deep color and viscous, almost oily texture attest to the high level of concentration in this wine. Unusually, the nose is more mineral than fruit, while some cinnamon flavors peek through in the mouth. Soft acidity and high residual sugar suggest it should be consumed all by its lovely self.",Kessler Grand Cru,88,34.0,Alsace,Alsace,,Gewürztraminer,Domaines Schlumberger
125041,US,"A deeply flavored, smooth Cabernet with the balance and elegance to drink with fine fare. It feels rich and plush, with aggressive tannins that frame ripe flavors of black cherries, red currants, cola, herbs and oak. Could even age for 2-4 years, although beyond that is a gamble.",,88,29.0,California,Sonoma County,Sonoma,Cabernet Sauvignon,Egret
125042,France,"A fascinating nose, with grapefruit, kiwi, citrus, orange rind and hay that fold in to a peach/pear structure in the mouth. Very light and almost austere on the finish, this is a Riesling that would be at home at a raw bar. Drink now to 2012.",Cuvée Henri,88,30.0,Alsace,Alsace,,Riesling,Lucien Albrecht
125043,France,Luscious and weighty with good varietal character. Lychee and spiced pear dominate upfront while the flavorful palate exhibits honey and nutmeg. Notes of baked apple pie hang around for quite a while. The spiciness and slight sweetness call for a Thai curry dish.,Cuvée Marie,88,30.0,Alsace,Alsace,,Gewürztraminer,Lucien Albrecht
125044,France,"A lively, impressively fresh Aligoté, packed with green and citrus fruits, bubbling with bright vivacity.",Vieilles Vignes,88,20.0,Burgundy,Bourgogne Aligoté,,Aligoté,Manuel Olivier
125045,Austria,"A rounded style of Sauvignon Blanc, but one that doesn't lose sight of its herbaceous element. So there is crispness, a vivacious acidity, but also flavors of creamy apple and ripe pear. To drink this year.",Klausen,88,27.0,Burgenland,,,Sauvignon Blanc,Hans Moser
125046,Argentina,"A chunky, deep-fruited Malbec that is all about blackberry fruit. There's no funk or odd, floral, overcropped aromas here; instead, it's focused on roasted blackberry flavors, a natural herbal character, and coffee and mocha on the finish. Emphasizes size and friendliness.",,88,14.0,Mendoza Province,Mendoza,,Malbec,Kaiken
125047,Chile,"A pricey Syrah by Chilean standards, but at least it's a good wine. The nose offers cookie, violet, wet clay and herbal olive notes along with black fruit aromas, while the palate is packed with sweet roasted berry and dark plum flavors. A bit minty and candied on the finish as the oak treatment rises up and demands to be noticed.",Limited Edition,88,30.0,Cachapoal Valley,,,Syrah,Lagar de Bezana
125048,US,"Lots of bang for your buck with this rich, full-bodied young Merlot. It's dry and fruity, with black cherry, black currant, licorice and cedar flavors, wrapped into fine, firm tannins. Shows real Napa class.",,88,16.0,California,Napa Valley,Napa,Merlot,Pig & Poke
125049,France,"There is a firm structure here underpinning the sweet, ripe strawberry flavors. The wine offers freshness from its berry acidity along with a final tight core of tannins. Age for 2–3 years.",Beauregard Premier Cru,88,,Burgundy,Santenay,,Pinot Noir,Roux Père et Fils
125050,Argentina,"Smoky and floral on the nose, and then thick and ripe in the mouth, with syrup to go with medicinal berry flavors. It's chewy and dense, with chocolate, cream and vanilla to the finish. A bit plodding, but its full weight, feel and depth of fruit push it along.",,88,15.0,Mendoza Province,Mendoza,,Malbec,Tomero
125051,Italy,"Here is an oak-aged Chardonnay with overtones of toast, vanilla and roasted almond that sit squarely besides well-integrated notes of exotic fruit, honey and apricot. The oak element is strong, however, and transfers to the mouth in the form of intensity and length.",Grésy,88,22.0,Piedmont,Langhe,,Chardonnay,Tenute Cisa Asinari dei Marchesi di Gresy
125052,Italy,"This is a vibrant blend of Vernaccia di San Gimignano, Chardonnay, Malvasia and Vermentino with fresh aromas of kiwi, Golden Delicious apple, pear and toasted nut. There's a touch of mint or peppermint at the back and the wine is crisp, clean and fresh in the mouth.",Terre di Tufi,88,15.0,Tuscany,Toscana,,White Blend,Teruzzi & Puthod
125053,Chile,"This could just as easily be labeled Cabernet because Cab is 90% of the blend. Regardless, it's a textbook version of a basic but likable Chilean Cabernet with currant and berry aromas. Ripe, composed and tasting of cassis and black cherry. Dry and clean on the finish, with all the basics in place.",Gran Devoción,88,15.0,Maule Valley,,,Cabernet Sauvignon-Syrah,Viña Maipo
125054,Chile,"Savory and a step up compared to the rest of Chile's under-$15 Malbecs. This wine has complexity and character; it smells a little like Syrah but in the mouth it's as full, cuddly and friendly as any Malbec from Argentina or elsewhere. Saturated, fruity and fun to drink, with a spot of heat and char on the finish.",Reserva,88,14.0,Colchagua Valley,,,Malbec,Viu Manent
125055,Austria,"While it is certainly fresh, the wine has a broad character, showing ripe white fruits alongside bright white currants. There is a fine depth to the fruit and the balancing acidity. Screwcap.",Vom Leithagebirge,88,15.0,Burgenland,,,Grüner Veltliner,Nittnaus Anita und Hans
125056,Austria,"A full-in-the-mouth, fat, oily-textured wine, the acidity going with spice and a peppered pear fruit character. It's ripe, still young, with a very clean character and a waft of fresh acidity. Screwcap.",Steinberg,88,30.0,Niederösterreich,,,Grüner Veltliner,Pratsch
125057,Italy,"Here is a fresh and fragrant blend of Chardonnay, Sauvignon Blanc and Favorita with a wide range of aromas that spans from white mineral to passionfruit to sweet honey. The wine is fresh and spicy in the mouth with loads of fruit-driven flavors on the close.",Estrosa,88,17.0,Piedmont,Monferrato,,White Blend,Pico Maccario
125058,France,"Tannins and red plums combine in this light, elegant wine. The acidity is important though, with the fruit fresh rather than warm.",,88,47.0,Burgundy,Monthélie,,Pinot Noir,Pierre Morey
125059,US,"A lush, velvety, ripe Pinot Noir made in the modern California style of immediate accessibility. Shows forward flavors of raspberry and cherry pie, cocoa, cinnamon, cola and anise, with lots of sweet, toasty oak. Seems best now in its decadent youth.",Hyde Vineyard,88,60.0,California,Carneros,Napa-Sonoma,Pinot Noir,Patz & Hall
125060,Austria,"A very aromatic, perfumed wine, steely and intensely fresh with apples and citrus. It has a cool character, full in the mouth, delightful, bright and vivid.",Kamptaler Terrassen,88,,Kamptal,,,Riesling,Bründlmayer
125061,France,"Fashioned in the gutsy Ehrhart house style, this example does not disappoint, opening with intense Chinese spice and ground coriander which yield to cut apple and nutmeg flavors on the palate. It's off-dry in the mouth but a hit of acidity on the long lemon-honey finish leaves a refreshing impression. Serve with Malaysian food. Drink now to 2011.",Herrenweg,88,24.0,Alsace,Alsace,,Gewürztraminer,Domaine Ehrhart
125062,France,"There is a fine touch of minerality here, giving an edge to a wine that is soft, full of crisp lemon and pear flavors, followed by a bright line of acidity. For drinking now.",Cuvée Vieilles Vignes,88,,Burgundy,Pouilly-Fuissé,,Chardonnay,Domaine Pascal et Mireille Renaud
125063,Argentina,"A blend of charred oak and violets lead the bouquet, which also offers some floral berry. The palate is lifted, medium-weight and juicy, with boysenberry and cherry flavors. Very nice if you like a floral Malbec with bright berry fruit as opposed to something dark, meaty and oaky.",Grand Reserve,88,20.0,Mendoza Province,Mendoza,,Malbec,Cruz Alta
125064,US,"A good, flavorful Pinot Noir that shows exceptionally ripe cherry and sassafras fruit, balanced with fine tannins. It's a little on the soft side. Drink now, with lamb and roasted potatoes.",Open-top Vat Fermentation,88,24.0,California,Russian River Valley,Sonoma,Pinot Noir,De Loach
125065,US,"A sleekly dry, minerally Chardonnay that shows a fine, steely structure, yet doesn't stint on fruit. The pineapple, pear and flowery honeysuckle flavors are accented with richer touches of buttered toast from oak barrels.",Los Chamizal Vineyard,88,35.0,California,Sonoma Valley,Sonoma,Chardonnay,Deerfield Ranch
125066,Italy,This is an organically farmed blend of Chardonnay and Pinot Grigio that shows beautifully pristine aromas of stone fruit and mountain flowers. Alois Lageder is a perfectionist and an elegant winemaker and his vast talents shine here too.,Chardonnay Pinot Grigio,88,20.0,Northeastern Italy,Vigneti delle Dolomiti,,White Blend,Alois Lageder
125067,Italy,"Here is an extremely fragrant and buoyant Grechetto (with a small percentage of Chardonnay) that delivers bright tones of fresh flower, acacia, honey and white peach. It's light, fresh and would be perfect to serve on a hot summer day thanks to its cleansing freshness.",Castagnolo,88,15.0,Central Italy,Orvieto Classico Superiore,,White Blend,Barberani
125068,France,"Fine, solidly textured wine that has some depth of red fruit flavors as well as some sweetness. The tannin edge is on the dry side, with some obvious toast character, giving a wine that needs 2–3 years aging.",Domaine du Pavillon Clos des Ursulines,88,,Burgundy,Pommard,,Pinot Noir,Albert Bichot
125069,Italy,"Adènzia is a Chardonnay-based wine with 13% Grillo grown in white, chalky Sicilian soils that offers a drying mineral note behind fresh aromas of spring flowers and exotic fruit. The wine is crisp and pristine but also has the natural heft to pair with delicious fish dishes.",Adènzia,88,18.0,Sicily & Sardinia,Sicilia,,Chardonnay,Baglio del Cristo di Campobello
125070,US,"A feminine wine, soft, gentle and delicious in flavor. Feels light and silky in the mouth, with rich notes of cherries, raspberries, cotton candy, buttered cinnamon toast and sandalwood. Almost sweet, but it finishes nice and dry. Drink now–2013.",Estate Stone Corral Vineyard,88,48.0,California,Edna Valley,Central Coast,Pinot Noir,Kynsi
125071,US,"Released almost a full year ago, this wine has had a chance to settle into a groove in the bottle. It is a medium plum color, lightly scented with herb, green and black tea, and Bing cherry. The flavors are astringent and compact, with a pretty burst of cherry in the core.",Reserve,88,32.0,Oregon,Willamette Valley,Willamette Valley,Pinot Noir,Lange
125072,Spain,"Starts out a little gaseous and sulfuric, but it picks up steam in the mouth, where flavors of apricot, citrus and tropical fruits perform a likeable dance. Powerful acidity pushes it in the right direction, and the finish of lychee, passion fruit and nectarine is lasting. Very nice wine but relatively high in price.",,88,25.0,Galicia,Rías Baixas,,Albariño,Mar de Frades
125073,France,"Soft and full in the mouth, with spice adding an extra dimension to the broad berry fruits. The wine is ready to drink, its acidity melding well into the richness. The final taste is solid and dense.",,88,22.0,Bordeaux,Saint-Émilion,,Bordeaux-style Red Blend,Château la Croix Melin
125074,France,"A richly textured wine, showing some attractive fresh fruits and soft berries mingling with a layer of firmer tannins. The wine has weight, an attractive edge of spice and a final sweet juicy character.",,88,25.0,Bordeaux,Montagne-Saint-Émilion,,Bordeaux-style Red Blend,Château Plaisance
125075,New Zealand,"Starts off with slightly confected yet delicious aromas of cherries, almond paste and vanilla, but turns slightly more savory on the palate, where it picks up some herbal shadings. This is relatively light in body, with a crisp structure that suggests it may last longer than most Marlborough Pinots; drink now–2017.",,88,29.0,Marlborough,,,Pinot Noir,Churton
125076,France,"Black fruit and taut structure are joined with black currant acidity and a core of the driest tannins. The wine has the cool 2007 feel to it, and is certainly ready to drink now.",Le Rouge et le Noir,88,17.0,Southwest France,Bergerac,,Bordeaux-style Red Blend,Clos d'Yvigne
125077,US,"A blend of four traditional Portuguese grape varietals, this unusual offering begins with a distinctly pruney nose, and seems soft and slightly oxidized. But as it breathes it adds interesting flavors of dried herbs and forest floor, rustic and complex.",Tradição Red,88,26.0,Oregon,Willamette Valley,Willamette Valley,Red Blend,Coelho
125078,Italy,This wine shows bright berry fruit and some light shades of smoke and spice that come from careful aging in large oak casks. Pair it with pasta or roast chicken with rosemary potatoes.,Villa di Capezzana,88,25.0,Tuscany,Carmignano,,Red Blend,Capezzana
125079,France,"Evocative Malbec perfumes, with mint and wild herbs mingling together, set the scene for this concentrated, ripe, juicy wine. The black plum and berry fruits are right up front, lifted by great acidity.",Cèdre Héritage,88,17.0,Southwest France,Cahors,,Malbec,Château du Cèdre
125080,France,"The Buzet co-op's top brand, this is big, powerful and rich. It is dominated by blackberry jelly and sweet plums, as well as firm tannins. The palate is weighty, solid, maybe missing freshness but certainly giving good intensity.",Baron d'Ardeuil Vieilles Vignes,88,17.0,Southwest France,Buzet,,Bordeaux-style Red Blend,Vignerons de Buzet
125081,Italy,". The wine is easy, fresh and redolent of wild berries, cherries, peppercorn and clove. It tastes rich and consistent thanks to its naturally firm tannins.",,88,14.0,Tuscany,Toscana,,Cabernet Sauvignon,Tenuta di Trecciano
125082,Spain,"Stylistically, this is at odds with what I feel Albariño should be. That said, it's a well-executed and well-made barrel-fermented white with full-force toast and popcorn aromas followed by a resiny, vanilla-fueled flavor profile that folds in apple, banana and creamy frosting. Still vital and healthy after three years in bottle.",Nora da Neve,88,29.0,Galicia,Rías Baixas,,Albariño,Nora
125083,US,"Satisfies the basic Port requirements of sweetness, firm tannins and crisp acidity. Quite good in blackberry, black currant liqueur and chocolate flavors. Needs an extra layer of richness and complexity, though.",,88,35.0,California,California,California Other,Port,Meyer Family Cellars
125084,US,"A blend from two well-regarded vineyards, this Chardonnay is ultrarich in pineapple, mango, pear and green apple fruit flavors that are liberally accented with sweet, caramelized oak. Crisp acidity and a steely minerality fortunately provide balance. Drink now.",Sangiacomo Vineyard-Truchard Vineyard,88,19.0,California,Carneros,Napa-Sonoma,Chardonnay,X
125085,Portugal,"Big, ripe and spicy, with tobacco and herbal flavors alongside the black currant intensity and powerful acidity. It is rich while the austere tannins of the Baga grape are still young. Keep for 2–3 years.",Primavera Reserva,87,7.0,Bairrada,,,Portuguese Red,Caves Primavera
125086,France,"While there is a mineral austerity to this wine, it has the potential for richness. It offers dark berries and sweet plums under the dense layer of tannins. Give it 2–3 years at least.",,87,15.0,Bordeaux,Premieres Côtes de Bordeaux,,Bordeaux-style Red Blend,Château Suau
125087,France,"A broad, ripe wine, with peach and apricot flavors to go with a fine citrus tang. Full in the mouth, very fruity and attractively textured with green plum skin juiciness.",Princesse de Cleves,87,17.0,Southwest France,Bergerac Sec,,Bordeaux-style White Blend,Clos d'Yvigne
125088,US,"Very full-bodied and richly forward in raspberries, cherries and oranges, with the yeasty lees and toast of sparkling wine. A little too big for classic elegance, but dry and easy to like.",Cuvée de la Pompadour Brut Rosé,87,36.0,California,Carneros,Napa-Sonoma,Sparkling Blend,Domaine Carneros
125089,US,"An extravagantly perfumed Riesling billowing with white jasmine and elderflower notes. The floral tones are maintained on the palate as well, but interlaced with notes of stone and slate that add richness and complexity. The finish is dry and elegant, ending with a hint of bitter lime pith.",HJW Vineyard Dry,87,39.0,New York,Finger Lakes,Finger Lakes,Riesling,Hermann J. Wiemer
125090,Spain,"For Navarran Merlot-Cab, Inurrieta Norte is always a winner. This vintage has good darkness along with smooth aromas of black fruit, earth, rubber and spice. It's a bit acidic and shrill as a tasting wine but will do fine at the table. The mouth is spunky and shows slightly herbal raspberry and plum flavors. Finishes light and easy.",Norte,87,15.0,Northern Spain,Navarra,,Cabernet Sauvignon-Merlot,Inurrieta
125091,Spain,"For a rosado cava, this offers nice fruit, balance and complexity. The nose is pure cherry and raspberry, but in subdued doses. Meanwhile, it's zesty, foamy and fresh in the mouth, with nectarine, plum, strawberry and prickle. Perfectly nice for everyday quaffing.",Cordon Rosado Brut,87,12.0,Catalonia,Cava,,Sparkling Blend,Freixenet
