id,country,description,designation,points,price,province,region_1,region_2,variety,winery
100045,New Zealand,"Some slightly smoky, barrel-char aromas are subtle enough to allow rose-petal notes to slip through, backed by assertive flavors of cherries and toasty oak. This is a fairly full-bodied, spicy Pinot that pleases upfront before quickly slipping away.",,87,22.0,Marlborough,,,Pinot Noir,Grove Mill
100046,US,"A good, dry, full-bodied Petite Sirah to enjoy with hearty fare, such as pizza or short ribs of beef. It shows a classically tannic structure, with flavors of dark berries, licorice, tobacco and spices, although it does not possess the ability to age.",,87,15.0,California,Lake County,Mendocino/Lake Counties,Petite Sirah,Guenoc
100047,France,"A wine that disdains the typical fruit profile, aromas here turn to vanilla, browned apple and savory Asian dishes. The palate has good weight and firm acidity but is a bit lacking in appealing flavor. Medium finish. Drink up.",Le Kottabe,87,32.0,Alsace,Alsace,,Riesling,Josmeyer
100048,South Africa,"Soft, unfolding and approachable, this Syrah starts with aromas of cocoa, cinnamon and smoke, followed by red berries, pepper and cherry. A spicy finish gives it extra flair. A versatile wine with good South African character.",,87,10.0,Stellenbosch,,,Syrah,Bradgate
100049,Italy,"This luminous sparkling wine delivers a balanced approach that sees sweet fruit aromas reinforced by thick, creamy texture and a playful touch of sweetness. Pair this wine with light, vegetable-based appetizers.",Extra Dry,87,15.0,Veneto,Conegliano Valdobbiadene Prosecco Superiore,,Glera,Bianca Vigna
100050,France,A hint of wood is a good sign of the richness and balance of this wine. There is some dryness and tautness to go with its black cherry and plum-skin flavors. There is a big and bold fruity aftertaste.,Château de la Terrière,88,,Beaujolais,Beaujolais-Villages,,Gamay,Terroirs et Talents
100051,US,"Pinot Blanc doesn't have much of an identity in California, but a wine like this advances the cause. Imagine the richness of Chardonnay's peach and pineapple flavors. Add a nutty, hazelnut quality, and a tartness suggesting lime zest. That's what you get in this food-friendly, affordable wine.",Orsi Vineyard,88,18.0,California,Mendocino,Mendocino/Lake Counties,Pinot Blanc,Spot-On
100052,Italy,"Huge cherry intensity is backed by pretty almond and vanilla bean nuances that help shape a plush, international wine that doesn't stray too far from tradition either. The nose is gorgeous but the mouthfeel is highlighted by oak that blocks out some of the wine's natural freshness.",Riserva,88,,Tuscany,Chianti Classico,,Sangiovese,Poggio Torselli
100053,South Africa,"A light, sophisticated nose of white flowers and citrus is followed by balanced fresh fruit and acid. The wine has a light touch but impresses with its elegant overall character. Pair with grilled fish or salads. A wine with poise and class.",The Winemaster's Reserve,88,10.0,Western Cape,,,Sauvignon Blanc,Nederburg
100054,Italy,"Made with Chianti Classico tradition in mind, this compelling Riserva has measured tones of blueberry, cherry, almond paste and root beer. It exhibits medium-intensity notes of fresh forest fruit on the close. It's simple but extremely genuine overall.",Riserva Coltassala,88,54.0,Tuscany,Chianti Classico,,Sangiovese,Volpaia
100055,US,"Very dry, tart and silky, this is a great Williams Selyem Pinot to drink now. It shows the classic elegance of the appellation, with nuanced flavors of raspberries, cherries, red currants, cloves, anise and pepper.",,88,45.0,California,Russian River Valley,Sonoma,Pinot Noir,Williams Selyem
100056,US,"The winery makes one of the most consistent and food-friendly Gewürztraminers in the state, and the 2006 continues that tradition. Bone dry in the Alsatian style, it's high in zesty acidity, and shows spicy flavors of citrus fruits, apples and wildflowers.",Dry,87,18.0,California,Central Coast,Central Coast,Gewürztraminer,Claiborne & Churchill
100057,US,"You'll find this Pinot Noir drier, earthier, tarter and even more tannic than most coastal bottlings. It has flavors of cherry skins, black raspberries, cola, peppery spices and herbs. Drink now–2010.",,87,30.0,California,Napa Valley,Napa,Pinot Noir,Clos du Val
100058,France,"Crisp and creamy, with red apple flavors. The wine is lifted by its crisp, green acidity, lightly coating the apple skin structure and tautness.",,87,,Loire Valley,Muscadet Sèvre et Maine,,Melon,Domaine de la Grenaudière
100059,US,"A good wine for its classic structure and deep, complex black currant and cocoa flavors. But it's pretty oaky and tannic, giving it a hard, resistant feeling despite being nearly four years in age. Could surprise with up to 6 years in the cellar.",,87,45.0,California,Alexander Valley,Sonoma,Cabernet Sauvignon,Adobe Road
100060,New Zealand,"This is leaner and more citrusy than the majority of plump New Zealand Pinot Gris, but still offers plenty of interest. The apple and pear flavors are clean and precise, outlined by citrus and with a hint of stoniness on the finish.",,87,23.0,Marlborough,,,Pinot Gris,Huia
100061,US,"Most of the grapes in this statewide blend came from Lodi and Paso Robles, and it has the character of a warm-climate Zin. Soft and delicious, the flavors are of cherries, black raspberries, chocolate truffle, licorice, cloves and smoky vanilla.",,87,15.0,California,California,California Other,Zinfandel,Huntington
100062,Italy,"This wine has a lovely nose with plenty of delicate floral nuances that come on the heels of bursting cherry, blueberry, almonds and smoked bacon. The mouthfeel is elegant and refined and there are sweet, nutty notes that carry through to the close.",Terra di Lamole,87,,Tuscany,Chianti Classico,,Sangiovese,I Fabbri
100063,Italy,"The golden, saturated color tells you that you are in for a creamy, dense Vernaccia with notes of pineapple, Golden Delicious apple and freshly chopped nuts. The wine does indeed have good heft and structure in the mouth and delivers fresh, fruity flavors.",Selvabianca,87,13.0,Tuscany,Vernaccia di San Gimignano,,Vernaccia,Il Colombaio di Santachiara
100064,US,"By calling it Fumé, instead of Sauvignon, Blanc, the winery telegraphs that the wine was aged in barrels. The wood has given a subtle, rich texture of smoky cream, while the yeast adds doughy notes to the citrus, fig and spice flavors.",,87,17.0,California,Sonoma County,Sonoma,Fumé Blanc,Ferrari-Carano
100065,Italy,"Carpineto offers a uniquely floral Chianti Classico (90/10 Sangiovese and Canaiolo) with aromas that recall violets, lavender and sweet jasmine. You'll also get cherry cough drop or cinnamon spice smoothed over the wine's lean texture and no-fuss appeal.",,87,20.0,Tuscany,Chianti Classico,,Sangiovese,Carpineto
100066,France,"Light, fresh style, demanding shellfish, with crisp, green acidity and just a hint of creamy baked apple. Just what a Muscadet should be, enjoyable now and for the rest of the year.",Réserve,87,12.0,Loire Valley,Muscadet Sèvre et Maine,,Melon,Château de l'Hyvernière
100067,Italy,"This ruby-colored Chianti Classico (with 5% other grapes added to a Sangiovese base) has a broad personality with deep tones of ripe cherry, spice and smoked meat or beef jerky in the background. It imparts flavors of sweet cherry, roasted nut and distant mineral tones.",Lessenziale,87,,Tuscany,Chianti Classico,,Sangiovese,Castelli del Grevepesa
100068,Chile,"Aromas of wet clay, spice and soft black fruits carry the bouquet, while the palate is plump and easygoing, with mildly herbal cassis and black-fruit flavors. If you don't mind a little overt, heavy oak then this four-grape blend headed by Cabernet will do the trick.",Doña Bernarda,87,24.0,Colchagua Valley,,,Red Blend,Luis Felipe Edwards
100069,Chile,"Our reviews for this fruit-bomb of a Syrah have been consistent over the years. The wine is intense and grapy, and it gives your palate a pounding as it delivers boysenberry and other rich black-fruit flavors. Heavy oak treatment results in coffee and chocolate on the back end. Good in a muscular way, but would benefit from more refinement and structure.",Antu Mountain Vineyard,87,20.0,Colchagua Valley,,,Syrah,Ninquén
100070,Italy,"This is a simple and easy Moscadello—a traditional late-harvest dessert wine from Montalcino—that exhibits clean notes of apricot, honey and almonds. The wine is light and buoyant and would pair beautifully with cinnamon-based treats or sponge cake.",Aurico,87,,Tuscany,Moscadello di Montalcino,,Moscadello,Villa Poggio Salvi
100071,France,"This is composed of pure red fruits, with just a light touch of wood, but more cherries and acidity. There is a dry cranberry edge, which needs to soften out.",Domaine la Chapelle des Bois,87,,Beaujolais,Fleurie,,Gamay,Terroirs et Talents
100072,New Zealand,"Proudly displays the leafy side of Sauvignon Blanc, with aromas that veer toward tomato and even tobacco, but rounded out by ripe fig and melon flavors. Long and mouthwatering on the finish. Drink now.",O:TU,87,16.0,Marlborough,,,Sauvignon Blanc,Otuwhero
100073,US,"The vineyard sits at nearly a half-mile in elevation, and you'll find true mountain concentration to the blackberry jam, black cherry, raspberry, licorice, pepper and molasses flavors. The alcohol is quite high, but the wine feels rich and balanced.",Reserve Smith Orchard,87,40.0,California,Dry Creek Valley,Sonoma,Zinfandel,Mazzocco
100074,Italy,"This Riserva is measured in terms of its aromatic intensity and although it does deliver cherry, spice and warm notes of leather and almond, it does so in a very understated manner. The more you get to know it in the glass, the more you can identify delicate floral and ethereal aromas that point to a traditional Chianti Classico style. Sharp acidity and bright fruit flavors tell the same story in the mouth.",Riserva,87,22.0,Tuscany,Chianti Classico,,Sangiovese,Piccini
100075,US,"This wine shows the rustic, wild side of Zin, with briary flavors of freshly picked blackberries, cherries and raspberries and exotic notes of tar, licorice, cola, pepper and pine. The dry, dusty tannins will pair well with grilled meats.",,87,15.0,California,Cienega Valley,Central Coast,Zinfandel,Pietra Santa
100076,Italy,"This interesting wine boasts a spice-driven nose with aromas that recall nutmeg, clove and cardamom. But the nose is not limited to spice. In fact, it makes ample room for the fresh red fruit tones you should expect. It has tight tannins with some sour cherry on the close. Only 200 cases made.",Vaggiolata,87,,Tuscany,Chianti Classico,,Sangiovese,Monterotondo
100077,US,"This unoaked wine, made from the red-hot Austrian variety, is very dry and high in acidity. It has a grassy, gooseberry tang reminiscent of New Zealand Sauvignon Blanc, with some richer, chewier notes of figs and green apples. There's a spritziness that may calm down over the coming months.",,87,40.0,California,Diamond Mountain District,Napa,Grüner Veltliner,Von Strasser
100078,France,"While this is certainly structured, the wine shows green pepper flavors and very fresh raspberries, a product of the lightness of the vintage. It is attractive, offering some good freshness, but needs to be consumed now.",Les Trois Roches,87,,Beaujolais,Moulin-à-Vent,,Gamay,Domaine du Vissoux
100079,France,"This ripe, full-bodied structured wine brings together good cherry and red berry flavors. It's a well-knit, dense wine with intense fruit.",,87,14.0,Beaujolais,Juliénas,,Gamay,Georges Duboeuf
100080,Italy,"Mature fruit, fine tannins and a polished feel characterize this fine Brunello. There's a hint of barrel, earth or smoked meat at the back although the finish is drying and firm.",,88,,Tuscany,Brunello di Montalcino,,Sangiovese Grosso,Collemattoni
100081,France,"A soft wine, with attractive berry fruits, smoky acidity and sweet juicy flavors. The tannins are well integrated with acidity pushing through. The finish is delicious, soft and ripe.",,88,,Bordeaux,Pomerol,,Bordeaux-style Red Blend,Château Lafleur-Gazin
100082,France,"An austere wine, showing structure more than fruit. It is laced with wood, which adds spice. Only at the end is there a hint of black currant fruit.",,88,,Bordeaux,Saint-Émilion,,Bordeaux-style Red Blend,Château Larmande
100083,Italy,"Lamole is textbook Chianti Classico with bright freshness in the mouth paired with clean aromas of cherry, blueberry and sweet spice on the delicate bouquet. The wine's overall delivery is immediate, tight and zesty.",Lamole,88,,Tuscany,Chianti Classico,,Sangiovese,Castelli del Grevepesa
100084,Spain,"This wine costs a lot for what it's giving. The nose starts out hard and fruitless, and while the aromas come around, the wine always holds onto its corn and haystack character. Zippy acidity gives the mouth zest, and it also livens up papaya, banana and apricot flavors. Complex and different, but does it taste good enough to justify a $78 price tag?",Kyrie,88,78.0,Catalonia,Priorat,,White Blend,Costers del Siurana
100085,Italy,"The name Porpora refers to this wine's ruby red color and rich texture. Its aromas recall mature fruit, black cherry and chewy blackberry. From the hot 2005 vintage, Porpora Riserva is definitely on the ripe, jammy side.",Porpora Riserva,88,20.0,Tuscany,Chianti,,Sangiovese,Fattoria di Casalbosco
100086,US,"This Syrah remains tough and gritty in tannins, with a lockdown astringency that gets in between the cherry, red currant and Dr. Pepper cola flavors and your enjoyment of them. It's very dry and crisp in acidity, and seems to have the inherent balance to mellow with 4–6 years in the cellar. Give it a try.",Dutton Ranch Cherry Ridge Vineyard,88,35.0,California,Russian River Valley,Sonoma,Syrah,Dutton-Goldfield
100087,Israel,"Black cherry and berry preserve aromas and flavors are almost secondary to the strong sweet smoke elements of this wine: cured meat, dried sausage and cigar tobacco. Full but balanced with medium acidity and soft, approachable tannins. The finish offers a sweet smoked-vanilla flavor.",Superieur Kosher,88,65.0,Galil,,,Cabernet Sauvignon,Barkan
100088,Portugal,"With its blend of Encruzado and Malvasia, this is an attractively perfumed wine. It has a rich feel to it, an oily texture, rounded and full-bodiedm with honey, white pear and almond flavors. Drink now or age for another year.",Reserva Branco,88,,Dão,,,Portuguese White,Borges
100089,US,"There is absolutely no better value in a California Zinfandel than this boxed wine, the equivalent of four regular bottles at $4.75 each. It's a pretty wine, dry, silky and flavorful in raspberries, mocha and pepper.",Old Vine 3 L,88,19.0,California,California,California Other,Zinfandel,Bota Box
