id,country,description,designation,points,price,province,region_1,region_2,variety,winery
25041,Israel,"A powerful yellow floral character dominates the bouquet of this wine, with supporting aromas of peach pit, hard pear and delicate toast rounding it out. The palate is full and creamy, but lifted by citrus-driven acidity and a wood-spice finish.",,88,21.0,Judean Hills,,,Chardonnay,Psagot
25042,US,"A little overripe around the edges, with touches of raisins and prunes, but they don't detract from the wine's attractions. Dry and smooth in the mouth, its blackberry and anise flavors also feature Sangiovese's bright acidity. Drink now.",Sangio Vetta,88,25.0,California,California,California Other,Sangiovese,Pure Cru
25043,US,"This is lovely in violet perfume and bacony leather, structured like a tall building and best left to mellow out for further development. Winemaker John Kinney destemmed without crushing to preserve as many whole berries as he could, and kept the wine fermenting at lower temperatures to tame the tannins.",Del Arroyo Vineyard,88,30.0,California,Livermore Valley,Central Coast,Petite Sirah,Occasio
25044,Italy,"Only a handful of metodo classico sparkling wines are produced in Sicily, and this Chardonnay-based bubbly from the Tasca family is among the best. Perfect for appetizers on a warm spring afternoon, the wine delivers tonic effervescence and aromas of white flower and citrus.",Almerita Brut,88,60.0,Sicily & Sardinia,Contea di Sclafani,,Chardonnay,Tasca d'Almerita
25045,Italy,Cygnus is a hearty blend of Nero d'Avola and Cabernet Sauvignon that opens with perfumed aromas of red rose and cinnamon potpourri followed by warm aromas of leather and spice. At the wine's core are black fruit and chocolate flavors.,Cygnus,88,30.0,Sicily & Sardinia,Sicilia,,Red Blend,Tasca d'Almerita
25046,US,"Scents of tea leaves and honeysuckle add a layer of dimension to ripe, rich yellow peach and apricot notes in this densely concentrated Riesling from Sheldrake Point. Surprisingly dry on the palate despite so much sweet fruit flavor, the palate is framed with a shower of lime juice and pith that carries through to a long, minerally finish.",Dry,88,15.0,New York,Finger Lakes,Finger Lakes,Riesling,Sheldrake Point
25047,US,"This is one of the best Pinot Noirs on the market in this price range. It's delicious in raspberry, cola, vanilla, cinnamon spice and smoky oak flavors, wrapped into soft tannins and brightened with acidity. Production was 1,470 cases.",,88,12.0,California,Sonoma Coast,Sonoma,Pinot Noir,Small Wonders
25048,Italy,"Although Etna is gaining international acclaim thanks to its increasingly popular red wine production, the volcano is also home to beautifully elegant white wines. This expression opens with bright tones of white peach, citrus, honey and a drying mineral note at the back.",,88,,Sicily & Sardinia,Etna,,White Blend,Tenuta delle Terre Nere
25049,Italy,"Erse opens with light, delicate tones of wild berry, cassis, blue flower and polished river stone. There's an extremely finely-etched, but also firm, quality to the tannins.",Erse,88,33.0,Sicily & Sardinia,Etna,,Nerello Mascalese,Tenuta di Fessina
25050,Spain,"Floral fruit aromas suggest blueberry, but overall this vintage lacks the power and depth that Termes and its big brothers are known for. Airing sets up sweet, easygoing berry flavors and full tannins, but in the middle it's less whole than it has been in other years. A juicy, well-made wine that should not be judged as weak just because 2007 was a marginal vintage. Drink now through 2013.",Termes,89,30.0,Northern Spain,Toro,,Tinta de Toro,Numanthia
25051,Portugal,"A fine balance between yellow fruit richness, with apricots and peaches, and a crisp, exquisite line of citrus. The wine is rich, while also fresh, a great food white wine.",Serrado Branco,89,7.0,Dão,,,Portuguese White,Quinta do Serrado
25052,Italy,"Here's a fresh and lively super Tuscan blend that would make a fantastic companion to roasted lasagna with ground beef and hearty tomato sauce. The wine is soft, velvety and layered with mature aromas of red berry, spice, leather and tobacco.",Albatro,89,,Tuscany,Toscana,,Red Blend,Máté
25053,France,"With good density and some richness, here is a wine that offers fruit as well as structure. The spice, black fruits and dry tannins hang well together, the acidity showing through to underline the ripe fruit.",,88,13.0,Bordeaux,Bordeaux,,Bordeaux-style Red Blend,Château Beauregard-Ducourt
25054,Spain,"Opens with cherry aromas and brightness, then the palate fans out and fattens up with juicy plum and cherry flavors along with just a touch of medicinality. Toasty, warm and tasty, with a thoroughness not usually found in $8 wines. Garnacha at 70% with 30% Syrah.",,88,8.0,Northern Spain,Campo de Borja,,Garnacha-Syrah,Coto de Hayas
25055,Italy,"Here's a young blend of Cabernet Sauvignon and Merlot from Coastal Tuscany that shows raw, vinous aromas of wild berry, white cherry and blueberry. There's a green, brambly quality as well although the wine does end with a surprisingly soft, rich and plush mouthfeel.",,88,,Tuscany,Bolgheri,,Red Blend,Cipriana
25056,US,"Charred oak is prominent here as it is with most Long Island reds, but exceptionally well integrated within a rich, round wine full of supple dark chocolate and fruit flavors. A good example of yin and yang, Clovis Point's blend of Merlot, Cab Sauvignon and Franc, and Syrah offsets dense, sweet boysenberry and mocha notes with firm tannins and a dark char finish.",Vintner's Select,88,45.0,New York,North Fork of Long Island,Long Island,Merlot,Clovis Point
25057,Italy,"Here's a 100% expression of Sangiovese that opens with jammy fruit aromas of ripe blackberry and strawberry. There are spice, earth and smoke notes at the back but that mature fruit sits firmly in center stage. The mouthfeel is soft, easy and slightly sweet.",,88,19.0,Tuscany,Toscana,,Sangiovese,Antonino Tringali-Casanuova
25058,Italy,"This oaky blend of Merlot (60%) and Cabernet Sauvignon (40%) sees 10 months of barrique for extra intense notes of spice, cinnamon, clove and general woodshop. There is black fruit, cola and blackberry pie as well, but the wine needs a few more years of aging to find balance.",Zizzolo,88,,Tuscany,Bolgheri,,Red Blend,Fornacelle
25059,France,"With its ink purple color, this is as young as can be, its wood and fruit not yet integrated. But the potential is good, with weight behind the spicy wood and the feel of solid tannic fruit coming up.",Château de Flore,88,15.0,Southwest France,Cahors,,Malbec,Jean-Luc Baldès
25060,US,"Very delicious, with the silky mouthfeel you want in a fine Pinot Noir. The flavors are cool-climate crisp, with raspberries, cherries and cola, balanced with subtle herbs and tobacco. Feels a bit direct and jammy in the mouth for development. Drink now.",My Father's Vineyard Shula's Pond,88,65.0,California,Anderson Valley,Mendocino/Lake Counties,Pinot Noir,Brogan
25061,US,"Ultrarich in cherry, black raspberry and red currant flavors, with a savory note of grilled beef and the sweet, salty umami of bacon. New oak brings vanilla bean and caramel richness. The result is a strongly flavored wine, but it's balanced with fine acidity. Drink now.",Sangiacomo Old Lakeville Road Vineyard,88,35.0,California,Sonoma Coast,Sonoma,Syrah,Campesino
25062,US,"A robust, spicy wine that offers lots of bang for the buck. The flavors range from lush raspberries and red cherries up through blackberries and currants, veering into mocha, and there's lots of crushed black pepper. Easy to like with steak, lamb, Mexican food.",The Slammer,88,14.0,California,Central Coast,Central Coast,Syrah,Big House
25063,US,"Benton-Lane makes quite a lot of Pinot Gris, stainless-steel fermented and whole cluster pressed, yielding a soft, fragrant, fruity wine with plenty of fresh pear flavor. It flattens out broadly across the palate, full-bodied and lightly spicy. Just a bit more focus would really elevate this wine to the top ranks.",,88,17.0,Oregon,Willamette Valley,Willamette Valley,Pinot Gris,Benton-Lane
25064,Spain,"Very smooth with youthful, juicy, fragrant berry aromas along with a bouncy palate full of sweet cherry and cassis flavors. Clean, snappy, alert and healthy. More simple and straightforward than complex, but worth the money and then some.",,88,8.0,Northern Spain,Campo de Borja,,Garnacha,Aletta
25065,US,"The 2008 Crannell leans to the herbaceous side of Oregon Pinot Noir, relatively low in listed alcohol (13%). Cranberry is the dominant fruit flavor, along with fresh herbs and whiffs of tomato leaf.",Crannell,88,35.0,Oregon,Willamette Valley,Willamette Valley,Pinot Noir,Amity Vineyards
25066,US,"From the estate vineyard, this delicate effort offers tart, racy, pie cherry fruit flavor, wrapped in substantial acids. There's a kiss of light chocolate, and the overall balance is just right.",Estate,88,35.0,Oregon,Willamette Valley,Willamette Valley,Pinot Noir,Amity Vineyards
25067,Portugal,"A bright, berry-flavored wine, acidity showing well against the firm, dry tannins. It has freshness from juicy fruit, with a lingering, vivid aftertaste.",Monte do Carrapatelo,88,18.0,Alentejano,,,Portuguese Red,Luis Duarte
25068,Italy,"This Bolgheri blend of Cabernet Sauvignon (60%) and Cabernet Franc offers green tones of pepper and chopped spice over natural rubber, bramble and wild berry. The wine feels tonic and sharp in the mouth and ends with a twist of sour cherry.",,88,,Tuscany,Bolgheri,,Red Blend,Le Grascete
25069,France,"Enjoyable and approachable now with straightforward red cherry, berry and game notes spiced up by glimmers of mocha and nutmeg. Linear in the mouth with soft tannins and a clean finish.",Emotion Occitane,88,20.0,Languedoc-Roussillon,Coteaux du Languedoc,,Rhône-style Red Blend,Le Mas de l'Ecriture
25070,US,"This lovely Sauvignon Blanc is a little sweet in honey. But the acidity is crisp, and there's a fine mineral undertow to the fresh peach, citrus and green apple flavors, so the finish feels dry and clean.",Vittorio's Vineyard,88,22.0,California,Napa Valley,Napa,Sauvignon Blanc,V. Sattui
25071,Italy,"Here's a quality Merlot offered at a very reasonable low price. Sant'Adele is rich, succulent and smooth with bursting aromas of cherry, blueberry, spice and moist tobacco. Pair this wine with homemade roast chicken and garlic potatoes.",Sant'Adele,88,16.0,Tuscany,Toscana,,Merlot,Villa Pillo
25072,US,"Light and frothy in the glass, this beautifully perfumed dry sparkling is redolent of orange blossoms, apples and pears. A blend of Pinot Noir, Pinot Meunier and Chardonnay, there's a delicious hint of buttery cashew nut and bitter almond amidst the floral, fresh apple and lemon flavors.",Blanc de Blancs,88,42.0,New York,North Fork of Long Island,Long Island,Chardonnay,Sparkling Pointe
25073,Italy,This well-priced blend of Sangiovese and Merlot sees some oak aging to round off those bright berry and spice nuances. The overall effect is that of a well-balanced and informal wine that would pair with sausage pizza or hearty pasta.,I Campacci,88,14.0,Tuscany,Toscana,,Red Blend,Tenuta di Trecciano
25074,US,"A great value in a Pinot Noir. It's dry and silky, the way you want a Pinot to be, and shows flavors of cherries, red currants, cola and bacon. It's sharp in acidity, but nothing too problematic. Easy to find, with 36,000 cases produced.",,88,10.0,California,California,California Other,Pinot Noir,McManis
25075,Italy,"Here's a new, cheerful wine from the folks at Poggio Verrano in southern Tuscany that offers loads of ripe berry fruit, cherry, cassis, spice, leather and rum cake. The wine is smooth and soft.",Poggio Verrano 3,88,22.0,Tuscany,Toscana,,Red Blend,Poggio Verrano
25076,Portugal,"Balanced fresh wine, full of mango, guava and pineapple flavors. It has freshness, brightness, along with a refreshing citrus burst.",Guadalupe Branco,88,14.0,Alentejano,,,Portuguese White,Quinta do Quetzal
25077,Portugal,"This wine is certainly a powerful statement: smooth, super-rich, tarry black berry fruits, spice and a sizable serving of wood vanilla. A wine to admire, not to enjoy.",Grou Grey,88,27.0,Alentejano,,,Portuguese Red,Wines & Winemakers
25078,Spain,"Yellow in color, with a waxy nose that's baked, rich, a bit stalky but also honeyed. The palate is round, hefty and thick, with full melon and peach flavors in front of a plump, woody finish. Good as you're likely to find among Spanish Chardonnay.",Colección,88,20.0,Northern Spain,Somontano,,Chardonnay,Viñas del Vero
25079,Italy,"Altrovino is a 50-50 blend of Merlot and Cabernet Franc that opens with intense aromas of black fruit, spice, tobacco and smooth black chocolate. In the mouth, this wine offers richness and a silky, long finish.",Altrovino,88,40.0,Tuscany,Toscana,,Red Blend,Duemani
25080,Spain,"A totally pleasant wine, with earthy berry and toast aromas that lead to a full, cushioned, properly tannic palate. Shows lemony oak, citrusy notes, tomato, herbs, plum and raspberry flavors. Finishes dry, with tobacco as a lingering flavor. A very nice, dry style of Ribera reserva.",Reserva,88,25.0,Northern Spain,Ribera del Duero,,Tinto Fino,Viña Mayor
25081,Spain,"Floral and not overpowering in style, with good red-fruit aromas. Feels smooth and silky, not edgy, with tasty berry flavors touched up by a dollop of oak and chocolate. A fresh, easy wine to sip by the glass or with casual tapas.",,88,17.0,Northern Spain,Bierzo,,Mencía,Luna Beberide
25082,Australia,"Milton Park is a lower-priced offshoot of Thorn-Clarke, whose wines often represent excellent values. This Riesling might be a bit broad for aging, but it offers ample green apple and lime fruit and a hint of petrol for near-term consumption.",,88,12.0,South Australia,South Australia,,Riesling,Milton Park
25083,New Zealand,"This wine's ripeness and power are similar to many Rheingau Rieslings. Honey, apple, peach, spice and petrol all combine easily into a slightly broad, off-dry style.",Falcon Vineyard,88,17.0,Marlborough,,,Riesling,Lake Chalice
25084,US,"It's easy to like this soft, smooth wine, with its cherry jam, blackberry liqueur, milk chocolate, sweet licorice, pepper and sandalwood flavors. It feels extravagant and seductive in the mouth, making you want another sip. The blend is Grenache, Syrah and Mourvèdre.",Chemin de Fer,88,40.0,California,Sonoma Valley,Sonoma,Rhône-style Red Blend,Lasseter
25085,US,"Tasted pre-release, this is a wine that should most definitely continue to improve as it knits together. The floral aromas are a bit like Gewürztraminer, though this is 100% Viognier. Flavors include rose water, citrus, and a honeyed lemon note that runs through the tart, high-acid finish.",Elephant Mountain Vineyard,88,31.0,Washington,Rattlesnake Hills,Columbia Valley,Viognier,Ott & Murphy
25086,US,"A blend of estate-grown vineyards and fruit from Casa de Vina, one of Livermore's most dazzling vineyard sites, Page Mill has made a Petite with a sweet nose of red fruit and very soft tannins.It's docile in style and subdued, but its licorice and chocolate notes are deliciously vibrant on the finish.",,88,19.0,California,Livermore Valley,Central Coast,Petite Sirah,Page Mill Winery
25087,Italy,"Vintner Salvatore Geraci's Rosso del Soprano is a bright, lively red blend from the northern-most Sicily. The wine opens with cherry, raspberry and wild berry, with darker notes of leather, tobacco and crushed minerals at the back.",Rosso del Soprano,88,52.0,Sicily & Sardinia,Sicilia,,Red Blend,Palari
25088,Israel,"Decadent berry compote leads the bouquet of this wine, while secondary notes of fig and date unfold on the back. The balanced, medium-weight mouth is rich and ripe, with assertive flavors of cherry skin, fudgy chocolate and sweet woody spice that flood the palate and linger on the finish.",,88,25.0,Judean Hills,,,Merlot,Psagot
25089,Australia,"Broad and weighty for a Clare Valley Riesling, with hints of wet stone followed by notes of ripe orchard fruits and citrus. A very good Riesling that's near-ready to drink now, priced at the top of the market.",The Merle Reserve,88,46.0,South Australia,Clare Valley,,Riesling,Pikes
25090,Portugal,"A perfumed wine, with aromas of lavender and ripe plum jelly. On the palate, the wine has great ripeness and sweet tannins, the fruit showing red berries, the sweet spice pounding through the acidity.",Late Bottled Vintage,88,26.0,Port,,,Port,Ramos-Pinto
25091,US,"Verdant fennel and herb notes add freshness to concentrated honeysuckle and tangerine flavors in this fairly dry but fruity Riesling from Red Newt. Vibrant orange-inflected acidity penetrates on the palate, leading to a dry, lingering finish.",Dry,88,16.0,New York,Finger Lakes,Finger Lakes,Riesling,Red Newt Cellars
25092,US,"Made in a softly appealing style to drink now, this 100% Cabernet is thankfully a huge improvement over the winery's previous releases. It's rich in blackberry and blueberry jam, dark chocolate and spice flavors, with a pretty overlay of oak.",,88,25.0,California,Napa Valley,Napa,Cabernet Sauvignon,Ca' Momi
25093,Italy,"Nero d'Avola (95%) is enhanced by tiny percentages of Syrah and Cabernet Sauvignon to produce a thick, impenetrable Sicilian red that is based on ripe fruit, blackberry, prune, syrupy cherry sauce and shaved oak wood. It's a bold, chewy wine with a thick and soft mouthfeel.",'A Naca Rosso,88,35.0,Sicily & Sardinia,Sicilia,,Red Blend,Calatrasi
25094,Portugal,"The vineyeard is between two small churches. The wine is ripe and juicy, with a core of firm tannins that give it depth and structure. A great value that is ready to drink.",Entre II Santos,88,10.0,Bairrada,,,Portuguese Red,Campolargo
25095,Portugal,"Spicy wood and ripe fruit go well together in this young tasting wine. At this stage, it is all black fruit with a bright line of acidity. The weight and the more structured character will come later.",Catedral,88,9.0,Dão,,,Portuguese Red,Caves Velhas
25096,US,"Quite young, this wine is still showing some reduced flavors, so give it plenty of breathing time. Clean and varietal black fruit and generous amounts of chocolaty oak provide the foundation. More time is needed to pull all the components together into a seamless whole.",Canoe Ridge Estate,88,28.0,Washington,Horse Heaven Hills,Columbia Valley,Cabernet Sauvignon,Chateau Ste. Michelle
25097,US,"Consistent with the past couple of vintages, this lively, racy take on Pinot Gris comes with delicate spritz, dotting the edges of the glass and tickling the palate. Grapefruit and lime are showcased by bracing acidity, and a mouth-cleansing minerality.",,88,13.0,Washington,Columbia Valley (WA),Columbia Valley,Pinot Gris,Chateau Ste. Michelle
25098,Italy,"Cala Silente is a smooth and sophisticated Vermentino that exhibits a bright, golden color and opulent layers of apricot, honey, butterscotch and almond. A spicy touch of acidity keeps the wine from feeling too heavy in the mouth.",Cala Silente,88,19.0,Sicily & Sardinia,Vermentino di Sardegna,,Vermentino,Cantina Santadi
